"version","title","normalScore","normalDJName","normalPrefecture","hyperScore","hyperDJName","hyperPrefecture","anotherScore","anotherDJName","anotherPrefecture"
"3rd style","Don't Stop!","778","326G1",,"856","MUFU-A",,"905","TANMEN",
"3rd style","DYNAMITE RAVE","689","MUFU-A",,"1194","CARP*S",,"1226","CARP*S",
"3rd style","END OF THE CENTURY","926","326G1",,"1381","CARP*S",,"1432","KA-",
"3rd style","era(nostal mix)","867","326G1",,"1091","REMY",,"1544","KA-",
"3rd style","Holic","786","326G1",,"1237","WWWWWW",,"1728","DOLCE.",
"3rd style","IS THIS LOVE?","598","326G1",,"874","326G1",,"885","NOIK.S",
"3rd style","LEADING CYBER","863","LARK!M",,"1211","N!?",,"1278","DDN",
"3rd style","never let you down","816","326G1",,"1146","CARP*S",,"1160","DDN",
"3rd style","Presto","546","326G1",,"989","CARP*S",,"1013","TETSUO",
"3rd style","R5","774","326G1",,"1172","CARP*S",,"1767","TANMEN",
"3rd style","REINCARNATION","847","RIKO",,"1043","CARP*S",,"1280","NAO.",
"3rd style","Schlagwerk","828","326G1",,"1321","CARP*S",,"1685","-L.B-",
"3rd style","Sense","873","GES8RO",,"1128","CARP*S",,"1309","DDN",
"3rd style","Skyscraper","743","GES8RO",,"1217","CARP*S",,"1253","CARP*S",
"3rd style","Tangerine Stream","282","AMI5",,"396","*FIR0*",,,,
"3rd style","The SAFARI","1227","AMI5",,"1775","TANMEN",,,,
"4th style","250bpm","702","326G1",,"1034","TANMEN",,"1419","TANMEN",
"4th style","ABSOLUTE","1343","UNYO",,"1842","WWWWWW",,,,
"4th style","B4U","1067","RIKO",,"1577","CARP*S",,"2007","HORI",
"4th style","Broken My Heart","946","RIKO",,"1495","CARP*S",,"1818","KA-",
"4th style","Burnin' The Floor","586","326G1",,"954","LARK!M",,"1438","AZURE*",
"4th style","CHECKING YOU OUT","657","MIO.A",,"891","XANNEN",,"1334","DO",
"4th style","Clione","528","UNYO",,"954","N!?",,,,
"4th style","DXY!","1285","ATIA",,"1908","-L.B-",,"2252","TANMEN",
"4th style","empathy","832","890.06",,"1381","N!?",,"1475","DOLCE.",
"4th style","era(step mix)","1117","-HIDE*",,"1443","SK.HO4",,"1713","DOLCE.",
"4th style","HIGHER","540","RIKO",,"934","*TAM*",,"1280","KA-",
"4th style","Hitch Hiker2","837","326G1",,"1208","CARP*S",,"1323","KA-",
"4th style","KAMIKAZE","1027","MUFU-A",,"1486","CARP*S",,"2306","WINTER",
"4th style","LOVE WILL...","558","326G1",,"758","UNYO",,"1460","DZ",
"4th style","minimalian","542","326G1",,"1104","CARP*S",,"1409","KA-",
"4th style","Mr.T.(take me higher)","856","MASAKI",,"1018","HIGEX.",,"1764","MISUZU",
"4th style","Nasty!","589","326G1",,"964","326G1",,"1567","TANMEN",
"4th style","starmine*","909","RIKO",,"1429","HIGEX.",,"1590","DDN",
"4th style","ULTRA HIGH-HEELS","760","RIKO",,"919","WWWWWW",,"992","MINTIA",
"4th style","Voltage(feat.Hidemaru)","944","326G1",,"1235","CARP*S",,"1337","AAAAAA",
"5th style","Abyss","1273","UNYO",,"1628","CARP*S",,"1879","TOMOE",
"5th style","in my eyes","968","MUFU-A",,"1472","WWWWWW",,"1585","CARP*S",
"5th style","INSERTiON","890","N!?",,"1295","SMCRAB",,"1646","DOLCE.",
"5th style","Kiss me all night long","935","326G1",,"1247","CARP*S",,"1483","DO",
"5th style","LOVE AGAIN TONIGHT～for Mellisa mix～","770","326G1",,"999","326G1",,"1122","TOMOE",
"5th style","outer wall","944","LARK!M",,"1366","HIGEX.",,"1771","DOLCE.",
"5th style","QQQ","1236","ATIA",,"1893","MARINA",,"2159","DDN",
"5th style","Radical Faith","1195","326G1",,"1513","TOXI",,"1305","DDN",
"5th style","Real","1142","MASAKI",,"1686","MIO.A",,"1820","WINTER",
"5th style","Regulus","1087","326G1",,"1546","TANMEN",,"1717","DOLCE.",
"5th style","RIDE ON THE LIGHT (HI GREAT MIX)","903","326G1",,"1086","NAO.",,"1715","K.",
"5th style","RISLIM","925","GES8RO",,"1236","MISUZU",,,,
"5th style","sometime","782","AZU3.N",,"1070","SNSK",,"1328","TOMOE",
"5th style","Spin the disc","813","326G1",,"1302","CARP*S",,"1339","BIBBY",
"5th style","STILL IN MY HEART","1032","AMI5",,"1385","MIO.A",,"1923","HORI",
"5th style","still my words","928","LARK!M",,"1235","*TAMI*",,,,
"5th style","sync","1094","YUI.H",,"1948","CARP*S",,"2382","DOLCE.",
"5th style","THE CUBE","746","MUFU-A",,"1279","ATIA",,"1358","-L.B-",
"5th style","Time is money","616","326G1",,"652","WAI-L",,,,
"5th style","V","1289","INDY",,"2526","-L.B-",,"3015","DOLCE.",
"6th style","19,November","1118","AMI5",,"1455","CARP*S",,"1792","BIBBY",
"6th style","BALLAD FOR YOU～想いの雨～","591","*JENA*",,"769","*JENA*",,"1068","KA-",
"6th style","Blueberry Stream","853","UNYO",,"1496","CARP*S",,"1657","DOLCE.",
"6th style","Buffalo","1009","326G1",,"1458","HIGEX.",,"1796","DOLCE.",
"6th style","Colors(radio edit)","1479","REMY",,"1977","MISUZU",,"2460","DOLCE.",
"6th style","DIVE -INTO YOUR HEART-","1304","RIN.T",,"1872","CARP*S",,"2110","DOLCE.",
"6th style","Five Regrets","556","326G1",,"1145","KA-",,,,
"6th style","fly through the night","901","326G1",,"1363","CARP*S",,"1717","DOLCE.",
"6th style","Free Style","934","JUGON",,"1118","SK.HO4",,"1319","DO",
"6th style","Frozen Ray(original mix)","1318","UNYO",,"1769","SK.HO4",,"1797","K.F",
"6th style","G2","1470","N!?",,"1835","IMOTO*",,"2329","ZENO",
"6th style","Linus","974","326G1",,"1560","CARP*S",,"2202","DOLCE.",
"6th style","NEMESIS","1038","AMI5",,"1645","6UNIX9",,"1909","DOLCE.",
"6th style","rottel-da-sun","828","326G1",,"1370","MIO.A",,"1857","DO",
"6th style","route 80s","905","326G1",,"1213","CARP*S",,"1517","1048",
"6th style","Summer Vacation(CU mix)","1322","-L.B-",,"1853","TANMEN",,,,
"6th style","Take It Easy","1506","2KO2KO",,"2393","ZENO",,"2520","DOLCE.",
"6th style","VJ ARMY","1309","326G1",,"1736","CARP*S",,"1905","AAAAAA",
"6th style","こっちを向いてよ","866","326G1",,"1310","MASAKI",,"1395","DO",
"6th style","電人イェーガーのテーマ(Theme of DENJIN J)","1117","RIKO",,"1577","CARP*S",,,,
"7th style","A","1315","2KO2KO",,"2164","-L.B-",,"2491","DOLCE.",
"7th style","AVE DE RAPINA","1398","RABBIT",,"1711","MISUZU",,"1831","DO",
"7th style","Bad Routine","1037","MUFU-A",,"1427","DDN",,,,
"7th style","BRING HER DOWN","1064","LARK!M",,"1473","CARP*S",,"1772","BIBBY",
"7th style","Burning Heat! (Full Option Mix)","720","326G1",,"972","*JENA*",,"1491","KA-",
"7th style","Cheer Train","932","UNYO",,"1229","HIGEX.",,"1736","DOLCE.",
"7th style","CLOUDY MUSIC","832","N!?",,"1227","NEFF",,,,
"7th style","D2R","979","MISUZU",,"1329","CARP*S",,"1638","TANMEN",
"7th style","DESTINY","1085","AMI5",,"1395","CARP*S",,"1845","NEFF",
"7th style","foreplay","709","AMI5",,"1238","CARP*S",,"1341","DO",
"7th style","Glorious Days","522","*JENA*",,"813","*JENA*",,"905","DDN",
"7th style","Gravity","1245","326G1",,"1628","6UNIX9",,,,
"7th style","Happy Wedding","1230","UNYO",,"1699","WWWWWW",,"1845","WINTER",
"7th style","i feel...","907","RAVI*",,"1111","AMI5",,"1250","KA-",
"7th style","Last Message","1022","326G1",,"1349","HIGEX.",,"1614","YOZUCA",
"7th style","Let the Snow Paint Me","862","326G1",,"1073","IMOTO*",,"1246","CARP*S",
"7th style","Love Me Do","1135","LARK!M",,"1704","MIO.A",,"2110","TANMEN",
"7th style","Marmalade Reverie","870","326G1",,"1006","2KO2KO",,"1271","-L.B-",
"7th style","MAX 300","1129","MASAKI",,"1936","HORI",,,,
"7th style","Spica","656","326G1",,"1509","TANMEN",,"2252","DOLCE.",
"7th style","Spooky","1117","326G1",,"1405","CARP*S",,"1644","DDN",
"7th style","stoic","1716","MUFU-B",,"2466","BIBBY",,"2549","DOLCE.",
"7th style","Tomorrow Perfume","1335","A.M.R",,"1940","*KNST*",,"2124","DOLCE.",
"7th style","traces","1545","N!?",,"1947","6UNIX9",,"2141","KA-",
"7th style","ZERO-ONE","1105","326G1",,"1713","CARP*S",,"2234","DOLCE.",
"7th style","革命","774","AMI5",,"1976","CARP*S",,"2337","DOLCE.",
"8th style","abstract","1309","AMI5",,"1638","CARP*S",,"1905","TANMEN",
"8th style","airflow","586","AMI5",,"795","AMI5",,"1432","KA-",
"8th style","ALIEN WORLD","944","RIKO",,"1160","GES8RO",,"1440","CARP*S",
"8th style","ALL RIGHT","892","RIKO",,"1307","ATIA",,"1623","TANMEN",
"8th style","Attitude","1053","LARK!M",,"1434","CARP*S",,"1754","1048",
"8th style","bit mania","916","AMI5",,"1285","CARP*S",,"1864","DDN",
"8th style","Blame","1216","AMI5",,"1576","CARP*S",,"1934","DOLCE.",
"8th style","Blown My Heart Away","844","326G1",,"1141","HIGEX.",,"1641","YOZUCA",
"8th style","CELEBRATE NITE","937","ATIA",,"1175","CARP*S",,"1424","MISUZU",
"8th style","Colors -Y&Co. Eurobeat Remix-","1165","ATIA",,"2041","CARP*S",,"2184","CARP*S",
"8th style","DANCER","887","RIKO",,"1042","KZK",,"1416","1048",
"8th style","dissolve","978","LARK!M",,"1309","CARP*S",,"1559","*KNST*",
"8th style","Drivin'","929","Y.S-Y",,"1313","CARP*S",,"1781","TETSUO",
"8th style","dual control","796","326G1",,"1478","HIGEX.",,"1886","WINTER",
"8th style","FLUTE MAN","596","326G1",,"912","N!?",,"1089","DO",
"8th style","Giudecca","934","326G1",,"1984","6UNIX9",,"2687","DOLCE.",
"8th style","Halfway of promise","961","LARK!M",,"1538","MIO.A",,"1830","DOLCE.",
"8th style","LAB","1060","326G1",,"2034","HIGEX.",,"2134","DOLCE.",
"8th style","LOVE IS ORANGE","798","326G1",,"1034","MUFU-B",,"1794","TETSUO",
"8th style","memories","1147","Y.S-Y",,"2063","HIGEX.",,"2273","WINTER",
"8th style","Monkey Dance","824","RIKO",,"1368","CARP*S",,"1982","NEET",
"8th style","murmur twins","1133","Y.S-Y",,"1693","XEFF.K",,"2387","DOLCE.",
"8th style","MUSIC TO YOUR HEAD","828","UNYO",,"1479","CARP*S",,"1684","1048",
"8th style","PLEASE DON'T GO","1007","HAL-15",,"1420","MIO.A",,"2460","DOLCE.",
"8th style","OUTER LIMITS","668","RIKO",,"1329","DDN",,,,
"8th style","rainbow flyer","837","326G1",,"1697","CARP*S",,"2138","HORI",
"8th style","symbolic","1460","MISUZU",,"1883","CARP*S",,"2246","DOLCE.",
"8th style","thunder","1197","AMI5",,"1614","HIGEX.",,"1888","DOLCE.",
"8th style","WAR GAME","974","BECK69",,"1556","CARP*S",,"2130","TANMEN",
"8th style","World Wide Love","706","RIKO",,"1052","326G1",,"1118","AURORA",
"8th style","xenon","1134","RIN.T",,"1721","CARP*S",,"2721","DOLCE.",
"8th style","合体せよ！ストロングイェーガー！！ (Ryu☆ remix)","1606","AMI5",,"1744","CARP*S",,,,
"8th style","桜","1043","EM*IMC",,"1568","ZENO",,"2169","DOLCE.",
"8th style","蒼い衝動","935","UNYO",,"1377","CARP*S",,"1598","TANMEN",
"8th style","夜のサングラス","1082","326G1",,"1322","CARP*S",,"1914","MISUZU",
"9th style","Abyss -The Heavens Remix-","1523","ATIA",,"1864","CARP*S",,"2360","TETSUO",
"9th style","ACT","1061","326G1",,"1718","CARP*S",,"1860","DOLCE.",
"9th style","ADVANCE","482","326G1",,"887","*JENA*",,"1329","KA-",
"9th style","BAD BOY BASS!! (dj Remo-con MIX)","932","RIKO",,"1409","CARP*S",,"1799","TETSUO",
"9th style","Be Rock U (1998 burst style)","881","UNYO",,"1371","CARP*S",,"1863","DOLCE.",
"9th style","BREEDING","875","ATIA",,"1463","WWWWWW",,"1548","KA-",
"9th style","BRIGHTNESS DARKNESS","726","LARK!M",,"1488","GES8RO",,"1769","1048",
"9th style","Cradle","927","RIKO",,"1487","HIGEX.",,"1591","RENPHA",
"9th style","Distress","1361","N!?",,"1838","DO",,,,
"9th style","Dreamin' Sun","1148","RIKO",,"1887","CARP*S",,"2119","IGAKAT",
"9th style","e-motion 2003 -romantic extra-","1326","GES8RO",,"1644","CARP*S",,"1991","BIBBY",
"9th style","ECHOES","948","LARK!M",,"1172","CARP*S",,"2046","CARP*S",
"9th style","Golden Horn","717","Y.S-Y",,"1271","CARP*S",,"1512","HORI",
"9th style","HYPER EUROBEAT(2DX STYLE)","1111","RIKO",,"1675","CARP*S",,"1963","DOLCE.",
"9th style","I Was The One (80's EUROBEAT STYLE)","794","326G1",,"1365","CARP*S",,"1450","TANMEN",
"9th style","Karma","1332","ATIA",,"1667","HIGEX.",,"1835","TANMEN",
"9th style","Let The Snow Paint Me -Y&Co. Remix-","845","AMI5",,"1286","WWWWWW",,"1812","DOLCE.",
"9th style","lights","712","MASAKI",,"1478","CARP*S",,"1798","WINTER",
"9th style","LOVE SHINE","864","UNYO",,"1834","CARP*S",,"2083","TANMEN",
"9th style","lower world","1395","MISUZU",,"1932","MISUZU",,"2265","TANMEN",
"9th style","Make A Difference","885","326G1",,"1639","GES8RO",,"2267","WINTER",
"9th style","MARIA(I believe...)","749","RIKO",,"1594","-HIDE*",,"1955","TANMEN",
"9th style","moon_child","1063","UNYO",,"2000","AZURE*",,"2552","DOLCE.",
"9th style","one or eight","1368","ATIA",,"1923","-L.B-",,"2265","DOLCE.",
"9th style","POWER DREAM","786","RIKO",,"1626","CARP*S",,"1857","BIBBY",
"9th style","Prelude","880","326G1",,"1406","CARP*S",,"2048","DOLCE.",
"9th style","quasar","1180","RIN.T",,"1792","CARP*S",,"2313","DOLCE.",
"9th style","Quickening","953","ATIA",,"1744","CARP*S",,"2104","DOLCE.",
"9th style","Really Love","658","326G1",,"962","326G1",,"1745","DO",
"9th style","RISLIM -Remix-","808","326G1",,"997","CARP*S",,"1876","DOLCE.",
"9th style","rottel-the-Mercury","1006","K.BOW!",,"1920","HIGEX.",,"2264","DO",
"9th style","Silvia Drive","853","UNYO",,"1560","CARP*S",,"2069","DOLCE.",
"9th style","SNOW","1067","326G1",,"1400","N!?",,"2046","DOLCE.",
"9th style","STAR FIELD","702","326G1",,"1600","MJDA",,"1885","DOLCE.",
"9th style","Sweet Sweet Magic","1018","ATIA",,"1553","HIGEX.",,"2054","DOLCE.",
"9th style","ライオン好き","658","326G1",,"1197","AMI5",,"1507","1048",
"9th style","昭和企業戦士荒山課長","795","UNYO",,"1494","HIGEX.",,"1631","MISUZU",
"10th style","1st Samurai","1089","RIN.T",,"1992","HIGEX.",,"2694","DOLCE.",
"10th style","ALIEN TEMPLE","1007","RIKO",,"1670","HIGEX.",,"2020","HORI",
"10th style","ASTRAL VOYAGE","1014","GES8RO",,"1442","CARP*S",,"1931","TANMEN",
"10th style","BABY LOVE","1187","ATIA",,"1708","CARP*S",,"2151","TOTORO",
"10th style","Back Into The Light","1203","AMI5",,"1663","CARP*S",,"2165","CARP*S",
"10th style","Boundary","878","326G1",,"1845","N!?",,"2051","NEFF",
"10th style","CARRY ON NIGHT (English version)","1017","326G1",,"1390","CARP*S",,"2059","DOLCE.",
"10th style","Changes","1356","RIN.T",,"1959","TANMEN",,,,
"10th style","Daisuke","1222","ATIA",,"1694","RIN.T",,"2393","TANMEN",
"10th style","Debtty Daddy","1061","RIKO",,"1991","CARP*S",,"2715","DOLCE.",
"10th style","desolation","488","LULLA*",,"659","*JENA*",,"765","6UNIX9",
"10th style","DoLL","955","LARK!M",,"1249","RIN.T",,"1617","YOZUCA",
"10th style","Don't forget","844","326G1",,"1172","6RIKON",,"1650","MAGURO",
"10th style","Drop on the floor","849","326G1",,"1703","CARP*S",,"1864","BIBBY",
"10th style","EXE","890","326G1",,"1648","CARP*S",,"2244","TOMOE",
"10th style","Feedback","1076","LARK!M",,"1612","-HIDE*",,"1948","DO",
"10th style","FEEL IT","948","AMI5",,"1755","-L.B-",,"2003","EMT2",
"10th style","Freezing atmosphere","824","LARK!M",,"1141","-INOP-",,"1516","DO",
"10th style","GHOST REVIVAL","931","RIKO",,"2064","-L.B-",,"2583","TOTORO",
"10th style","GRADIUS -FULL SPEED-","763","RIKO",,"1244","WWWWWW",,"2106","DOLCE.",
"10th style","HI SCHOOL DREAM","942","326G1",,"1448","CARP*S",,"1814","NEFF",
"10th style","HIGH","935","RIN.T",,"1931","CARP*S",,"2165","KENTAN",
"10th style","Innocent Walls","1667","-L.B-",,"2505","DOLCE.",,"2824","DOLCE.",
"10th style","LIMITED","666","GES8RO",,"1348","CARP*S",,"1505","DOLCE.",
"10th style","Love Is Eternity","1237","UNYO",,"2017","MJDA",,"2406","BIBBY",
"10th style","LOW","692","326G1",,"1507","MIO.A",,"1749","DOLCE.",
"10th style","Lucy","970","GES8RO",,"1788","CARP*S",,"2314","1048",
"10th style","Narcissus At Oasis","784","326G1",,"1596","CARP*S",,"1655","HORI",
"10th style","No.13","1693","ATIA",,"2704","-L.B-",,"3180","DOLCE.",
"10th style","One More Lovely","876","MASAKI",,"1644","-L.B-",,"2830","DOLCE.",
"10th style","pandora","909","RIKO",,"1695","CARP*S",,"1844","HORI",
"10th style","rainbow rainbow","1593","RIN.T",,"2264","HIGEX.",,"2720","1048",
"10th style","Ready To Rockit Blues","596","326G1",,"1061","TKRR",,"1223","KA-",
"10th style","Rise'n Beauty","1299","Y.S-Y",,"1675","CARP*S",,"2174","DOLCE.",
"10th style","SHOOTING STAR","1295","ATIA",,"1693","-L.B-",,"2268","TANMEN",
"10th style","Smell Like This","1047","-HIDE*",,"1362","CARP*S",,"1694","1048",
"10th style","SPACE FIGHT","656","326G1",,"1524","CARP*S",,"2243","TANMEN",
"10th style","システムロマンス","915","LARK!M",,"1791","MIO.A",,"2038","WINTER",
"10th style","雪月花","1265","DDN",,"1918","*SAL*",,"2524","DOLCE.",
"IIDX RED","AA","1277","UNYO",,"2738","MISUZU",,"3603","DOLCE.",
"IIDX RED","AGEHA","1073","ATIA",,"1769","CARP*S",,"1887","DOLCE.",
"IIDX RED","ANDROMEDA","1033","GES8RO",,"1940","CARP*S",,"2881","DOLCE.",
"IIDX RED","awakening","1102","RIKO",,"1480","CARP*S",,"1720","DOLCE.",
"IIDX RED","Be quiet","1113","ATIA",,"1774","CARP*S",,"2213","DOLCE.",
"IIDX RED","BLOCKS","831","GES8RO",,"1346","CARP*S",,"1988","DOLCE.",
"IIDX RED","BREATH","929","AMI5",,"1315","CARP*S",,"1736","TANMEN",
"IIDX RED","Click Again","924","326G1",,"1460","MIO.A",,"2154","DOLCE.",
"IIDX RED","Close my Eyes for Me","1051","MUFU-A",,"1486","MIO.A",,"1840","DOLCE.",
"IIDX RED","D.A.N.C.E.!","593","326G1",,"848","MUFU-B",,"1616","DO",
"IIDX RED","Don't be afraid myself","1127","326G1",,"1907","CARP*S",,"2283","HORI",
"IIDX RED","earth scape","459","MUFU-C",,"1054","*JENA*",,"1277","AM15",
"IIDX RED","FAKE TIME","1056","GES8RO",,"1756","YOZUCA",,"2393","DOLCE.",
"IIDX RED","Fly Away To India","688","326G1",,"1117","GES8RO",,"1410","TANMEN",
"IIDX RED","GENOCIDE","1155","AMI5",,"2138","*KNST*",,"2405","DOLCE.",
"IIDX RED","gigadelic","1510","WINTER",,"2181","DOLCE.",,"2549","DOLCE.",
"IIDX RED","HORIZON","1089","RIKO",,"1563","MUFU-B",,"1968","TETSUO",
"IIDX RED","INJECTION OF LOVE","686","GES8RO",,"1055","CARP*S",,"1532","MISUZU",
"IIDX RED","KEY","1141","RIKO",,"1883","RIN.T",,"2850","TANMEN",
"IIDX RED","Les filles balancent","941","RIKO",,"1243","UNYO",,"1642","TETSUO",
"IIDX RED","NEBULA GRASPER","1377","-HIDE*",,"2041","CARP*S",,"2467","DOLCE.",
"IIDX RED","Raspberry Heart(English version)","1061","AMI5",,"1587","-HIDE*",,"1855","HORI",
"IIDX RED","RED ZONE","1130","AMI5",,"1931","MISUZU",,"2344","DOLCE.",
"IIDX RED","RESONATE 1794","937","S.A",,"1472","CARP*S",,"1882","DOLCE.",
"IIDX RED","Secret of Love","1103","ATIA",,"1488","CARP*S",,"2025","DOLCE.",
"IIDX RED","SPEEDY CAT","1136","CINK",,"1716","CARP*S",,"2040","DDN",
"IIDX RED","Sphere","1079","326G1",,"1968","AZURE*",,"2203","DOLCE.",
"IIDX RED","spiral galaxy","1087","RIKO",,"2107","CARP*S",,"2590","DOLCE.",
"IIDX RED","TEXTURE","584","326G1",,"977","MELPOP",,"1177","WAI-L",
"IIDX RED","The Hope of Tomorrow","1069","LARK!M",,"1727","N!?",,"1960","DOLCE.",
"IIDX RED","Wonder Bullfighter","972","UNYO",,"1466","*KMST*",,"2030","DO",
"IIDX RED","ULTiMΛTE","958","B-RABI",,"1482","TETSUO",,"2004","ZE",
"IIDX RED","ピアノ協奏曲第1番”蠍火”","839","Y.S-Y",,"2146","DOLCE.",,"2679","DOLCE.",
"IIDX RED","太陽 ～T･A･I･Y･O～","836","326G1",,"1438","CARP*S",,"1749","CARP*S",
"IIDX RED","大桟橋","492","326G1",,"1135","IMOTO*",,"1852","JDR-SH",
"HAPPY SKY","100% minimoo-G","946","MUFU-A",,"1709","MARIO$",,"1750","DOLCE.",
"HAPPY SKY","Agnus Dei","925","RIKO",,"1679","CARP*S",,"2079","DOLCE.",
"HAPPY SKY","alla turca con passione","817","Y.S-Y",,"1644","CARP*S",,"2189","DOLCE.",
"HAPPY SKY","Aurora","1420","-L.B-",,"2176","TANMEN",,"2536","DOLCE.",
"HAPPY SKY","CaptivAte～浄化～","1073","AMI5",,"1878","CARP*S",,"2470","DOLCE.",
"HAPPY SKY","Catch Me","803","HAL-15",,"1322","MIO.A",,"1809","DOLCE.",
"HAPPY SKY","Don't let it go","719","UNYO",,"1276","CARP*S",,"1692","NEFF",
"HAPPY SKY","double thrash","1051","RABBIT",,"2087","CARP*S",,"2381","DOLCE.",
"HAPPY SKY","EDEN","1320","RIN.T",,"1931","ZENO",,"2720","DO",
"HAPPY SKY","EMPTY OF THE SKY","668","326G1",,"1050","CARP*S",,"1685","NEFF",
"HAPPY SKY","First Resolution","842","ATIA",,"1614","XEFF.K",,"2149","KA-",
"HAPPY SKY","garden","880","RAVI*",,"1528","CARP*S",,"2180","TANMEN",
"HAPPY SKY","Get'em up to R.A.V.E","1195","GES8RO",,"1776","CARP*S",,"2293","DOLCE.",
"HAPPY SKY","GREEN EYES","1011","326G1",,"1643","CARP*S",,"2222","TANMEN",
"HAPPY SKY","HAPPY☆ANGEL","1103","UNYO",,"1558","CARP*S",,"2088","HORI",
"HAPPY SKY","I am","1108","UNYO",,"1754","RIN.T",,"2175","DOLCE.",
"HAPPY SKY","in motion","859","LARK!M",,"1084","CARP*S",,"1313","KA-",
"HAPPY SKY","INAZUMA","1118","LARK!M",,"1846","CARP*S",,"2716","DOLCE.",
"HAPPY SKY","LESSON 5","1298","UNYO",,"1880","CARP*S",,"2499","DDN",
"HAPPY SKY","Little Little Princess","1113","LARK!M",,"2196","CARP*S",,"2772","TANMEN",
"HAPPY SKY","Love Magic","1030","326G1",,"1752","MIO.A",,"1959","DOLCE.",
"HAPPY SKY","MOON RACE","865","RIKO",,"1188","CARP*S",,"1903","DOLCE.",
"HAPPY SKY","PLASMA","958","RIKO",,"1688","CARP*S",,"2279","CARP*S",
"HAPPY SKY","Pollinosis","808","326G1",,"1171","CARP*S",,"2527","DOLCE.",
"HAPPY SKY","POODLE","982","RIKO",,"1902","CARP*S",,"2301","DDN",
"HAPPY SKY","rage against usual","1382","MIO.A",,"2079","WAGNAS",,"2974","DOLCE.",
"HAPPY SKY","SCREAM SQUAD","1201","K.BOW!",,"1686","DO",,"2076","DOLCE.",
"HAPPY SKY","Scripted Connection⇒ A mix","1712","MISUZU",,"2279","CARP*S",,"3118","DOLCE.",
"HAPPY SKY","Scripted Connection⇒ H mix","1728","MISUZU",,"2088","-L.B-",,"2511","DOLCE.",
"HAPPY SKY","Scripted Connection⇒ N mix","1340","GES8RO",,"1684","SNG",,"2117","DOLCE.",
"HAPPY SKY","SigSig","1093","KOMUGI",,"1716","CARP*S",,"2598","DOLCE.",
"HAPPY SKY","SPARK!","707","326G1",,"1335","GES8RO",,"1612","DO",
"HAPPY SKY","Tizona d'El Cid","986","RIKO",,"1957","CARP*S",,"2325","DOLCE.",
"HAPPY SKY","Twelfth Style","1249","MUFU-A",,"1545","CARP*S",,"2046","NEFF",
"HAPPY SKY","vault of heaven","802","326G1",,"1447","TOMOE",,"2003","DOLCE.",
"HAPPY SKY","Votum stellarum","824","ATIA",,"1693","*KNST*",,"2009","MISUZU",
"HAPPY SKY","We are disっ娘よっつ打ち命","672","326G1",,"978","-INOP-",,"1669","TANMEN",
"HAPPY SKY","Xepher","1139","AMI5",,"2242","CARP*S",,"3018","DOLCE.",
"HAPPY SKY","オレはビートマニア！お前は何マニア？","822","*JENA*",,"1489","CARP*S",,"1702","DO",
"HAPPY SKY","キャッシュレスは愛情消すティッシュ","815","326G1",,"1362","CARP*S",,"2132","TANMEN",
"HAPPY SKY","ヒマワリ","570","MUFU-B",,"1882","XEFF.K",,"2066","NEFF",
"HAPPY SKY","ラクエン","730","*JENA*",,"967","6NUIX9",,"1998","DOLCE.",
"HAPPY SKY","月光","907","LARK!M",,"1788","CARP*S",,"2468","1048",
