バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER EXスコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA EXスコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
Lincle,Release The Music,TECH DANCE,kors k,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
Lincle,Round and Round,HYPER ELECTRO,Masayoshi Minoshima feat. 綾倉盟,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,2067,981,105,2,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-09 08:50
Lincle,Scharfrichter,HARD ROCK,Ashemu,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2790,1329,132,3,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-18 13:12
Lincle,Several Words,VALIANT BEAT,CAPACITY GATE,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
Lincle,SHADE,TECHNO,DJ MURASAME vs dj Killer,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2874,1413,48,4,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-09 12:59
Lincle,Snake Stick,TECH-BREAKBEATS,DJ Yoshitaka VS. DJ Mass MAD Izm*,6,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2561,1164,233,21,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-11-24 15:08
Lincle,Snow Goose,ELECTRIC POMP,Mutsuhiko Izumi,3,2,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2376,1145,86,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-02 10:20
Lincle,Star Trail,TRANCE,Nhato,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1804,872,60,13,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-16 08:17
Lincle,The Limbo,CYBER PUNK,STN,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3179,1504,171,11,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-02-15 09:33
Lincle,The Sampling Paradise,HARD TRANCE,Mamonis,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,HARD CLEAR,---,9,0,0,0,---,NO PLAY,---,12,2863,1349,165,20,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-16 10:10
Lincle,Thunderbolt,RAVERS DANCE SPEED,雷龍,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
Lincle,TITANS RETURN,DRUMSTEP,L.E.D.,0,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
Lincle,Todestrieb,SACRED TRANCE,Rche,4,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,NO PLAY,---,12,3353,1626,101,3,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-02-22 11:24
Lincle,Voxane,TECH DANCE,Remo-con,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1690,813,64,2,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-12-07 07:31
Lincle,WONDER WALKER,HARD TRANCE,L.E.D.,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3687,1782,123,14,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-12-07 11:49
Lincle,YAKSHA,TERROR CORE,Neulakyussra,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3702,1736,230,12,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-02-15 11:54
Lincle,yellow head joe,TEK-TRANCE,S-C-U,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2219,1071,77,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-10-27 10:40
Lincle,Yellow Sunrise,DRUM'N'BASS,xac,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2246,1101,44,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-09 10:44
Lincle,ビューティフルレシート,HAPPY HARDCORE,Lucky Vacuum,1,1,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1894,919,56,3,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-16 14:57
Lincle,ユミル,SYMPHONIC-TEK,MYTHOLOGIA by MLREC.,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,2747,1321,105,8,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-16 10:30
Lincle,君のハートにロックオン,トレンディーフュージョン,Dr.Honda,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
Lincle,天空の夜明け,ANTHEM,Cuvelia,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3812,1796,220,21,CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-25 12:22
Lincle,子供の落書き帳,PROGRESSIVE,佐々木博史,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2482,1129,224,15,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-12-07 11:01
Lincle,恋する☆宇宙戦争っ！！,Hi-BLEEP,Prim,1,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,12,3421,1613,195,11,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-10 12:24
Lincle,聖人の塔,BATTLE TRACK,Beridzebeth,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2778,1281,216,9,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-02-08 10:57
Lincle,蛇神,ORIENTAL MYTHOLOGY,Zektbach,3,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2776,1344,88,2,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-12-07 08:49
Lincle,陽炎,POP,星野奏子,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,405nm (Ryu☆mix),HARDCORE,Another Infinity,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2468,1180,108,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-02 10:23
tricoro,8bit Princess,CHIPTUNE,seiya-murai feat. ALT,2,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,2590,1277,36,1,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-24 12:09
tricoro,Ascalon,ELECTRO POP,Qrispy Joybox,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,BLUE STRAGGLER,HARD DANCE,L.E.D.,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Confiserie,HARD ELECTRIC POP,L.E.D. vs S-C-U,21,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3240,1504,232,39,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-02-15 10:19
tricoro,connective,LOUNGE POP,猫叉Master feat.*spiLa*,3,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,1578,773,32,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-23 08:31
tricoro,Cookie Bouquets,BREAK CORE,L.E.D. vs TOMOSUKE fw.crimm,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,DAY DREAM,DARK PROGRESSIVE,Mutsuhiko Izumi,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,ASSIST CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Devilz Staircase,SYMPHONIC BREAK BEATS,OSTER project,4,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3147,1492,163,11,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-09 11:37
tricoro,Elemental Creation,HARD RENAISSANCE,dj TAKA meets DJ YOSHITAKA,28,1,0,0,0,---,NO PLAY,---,7,1484,720,44,3,HARD CLEAR,AAA,10,2370,1126,118,2,HARD CLEAR,AAA,12,3855,1789,277,31,CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-02-15 10:28
tricoro,examination leave,VACATION DANCE,dj razzle dazzle,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,FLOWER,TRANCE CORE,DJ YOSHITAKA,1,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2822,1368,86,3,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-24 15:50
tricoro,Fly you to the star,HANDZ UP,Another Infinity feat. Mayumi Morinaga,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,HARD CLEAR,---,10,2238,1095,48,3,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-10-27 08:37
tricoro,GAIA,SPEED DANCE,猫叉L.E.D.Master+,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3150,1498,154,5,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-11 13:37
tricoro,GRADIUS 2012,KONAMI REMIX,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Hollywood Galaxy,DRUM'N'BASS,dj TAKA,4,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2582,1209,164,10,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-02-15 10:31
tricoro,Howling,NU RAVE,PON,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,I know You know,NEW 80's,Suke+Suke feat.Ribbon,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Illegal Function Call,ORBITALIC CORE,U1-ASAMi,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2504,1141,222,10,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-24 13:54
tricoro,In Heaven,HEAVENLY TRANCE,Sota Fujimori,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,2087,1020,47,5,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-18 11:27
tricoro,JOMANDA,HARD RENAISSANCE,DJ YOSHITAKA,0,1,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Liberation,TRANCE,dj TAKA,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3659,1792,75,15,CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-02 10:24
tricoro,Light and Cyber…,HAPPY HARDCORE,Tatsh,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,3064,1492,80,4,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-09 13:25
tricoro,Little Star,J-CORE,REDALiCE feat. Ayumi Nomiya,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,12,3080,1468,144,10,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-09 10:16
tricoro,LUV CAN SAVE U,NEO 80's EURO ELECTRO,HIDEKI NAGANUMA,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,10,2709,1315,79,9,HARD CLEAR,AAA,2019-11-24 12:12
tricoro,mnemoniq,JAZZ HOUSE,youhei shimizu,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1252,597,58,2,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-11 09:14
tricoro,Neonlights,TECH DANCE,DJ Noriken,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2158,1040,78,7,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-30 08:49
tricoro,neu,NIENTE,少年ラジオ,0,1,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,New Decade IIDX Edition,SPEED DANCE CORE,Sota F.,0,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,New Lights,HARDCORE,kors k,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Plan 8,HAPPY GABBA,Ryu☆,5,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2840,1271,298,54,ASSIST CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-11-30 13:56
tricoro,planarian,ELECTRIC POP,S-C-U,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,POINT ZERO,DRUM'N'BASS,猫叉Master+,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2016,960,96,8,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-24 12:22
tricoro,Praludium,CLASSICAL PIANO,Yuko Takahashi,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Proof of the existence,HARD ELECTRONICA,猫叉Master+,4,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3065,1442,181,17,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-02-15 12:43
tricoro,Rainbow after snow,DRUM'N'BASS,猫叉Master feat.林ももこ,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Re:GENERATION,EMOTIONAL SENTENCE,TAG feat. ERi,3,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2216,1074,68,1,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-23 09:44
tricoro,rumrum triplets,LOUNGECORE,yu_tokiwa.djw,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,S!ck,DRUMSTEP,Eagle,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2434,1104,226,8,FULLCOMBO CLEAR,AA,0,0,0,0,---,NO PLAY,---,2019-10-19 17:32
tricoro,Saturn,PROGRESSIVE TRIBAL,Mr.Saturn,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Shining World,ELECTRO POP,DJ Genki feat. Yukacco,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Sol Cosine Job 2,FREEFORM HARDCORE,DJ TECHNORCH,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,STULTI,GRAVIOL,MAX MAXIMIZER VS DJ TOTTO,4,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2573,1192,189,17,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-02-15 12:17
tricoro,SYNC-ANTHEM,LATIN EURO,Tatsh feat. 星野奏子,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Take My Life,EUROBEAT,Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Thor's Hammer,TRANSCENDENTAL ETUDES,ユニバーサル度胸兄弟,8,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,2617,1145,327,43,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-01-04 16:18
tricoro,Time To Empress,TRANCE,dj TAKA feat.wac & secret K,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,Timepiece phase II,PROGRESSIVE ROCK,佐々木博史,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3042,1415,212,26,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-12-01 11:16
tricoro,Timepiece phase II (CN Ver.),PROGRESSIVE ROCK,佐々木博史,16,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2753,1264,225,32,CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-02-22 09:57
tricoro,To my star,STARPOP,星野奏子,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,True Blue,ESSENTIALLY,dj TAKA feat.AiMEE,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3662,1774,114,3,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-02-15 11:33
tricoro,Valanga,ART CORE,DJ TOTTO,4,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3146,1512,122,6,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-02 11:56
tricoro,VALLIS-NERIA,TRANCE CORE,DJ YOSHITAKA ,0,1,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,VEGA,UNIVERSAL J-CORE,REDALiCE,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,ZED,DUB STEP,USAO,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2709,1309,91,3,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-11 12:06
tricoro,Zirkfied,SPACE REQUIEM,iconoclasm,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3572,1651,270,18,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-02-11 09:56
tricoro,ΕΛΠΙΣ,ROMANTIC SCHOOL VARIATIONS,dj TAKA,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3014,1429,156,7,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-25 13:24
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),Hi-CORE,夏色ビキニのPrim,2,1,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3294,1530,234,39,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-12-07 12:53
tricoro,たまゆら,PROGRESSIVE,佐々木博史,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2667,1278,111,10,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-12-01 10:02
tricoro,アストライアの双皿,ZODIAC ORACLE 7,ZODIACSYNDICATE,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2978,1387,204,18,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-12-01 10:28
tricoro,カジノファイヤーことみちゃん,電波,ARM feat. 山本椛 + Brasscapsule,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2318,1070,178,13,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2019-11-30 09:50
tricoro,キャトられ恋はモ～モク,Hi-ν BLEEP,ギュ～っとしたいPrim,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3569,1640,289,15,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-11 12:18
tricoro,シュレーディンガーの猫,TOY CONTEMPORARY,Cait Sith,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2019-10-19 17:22
tricoro,トリカゴノ鳳凰,歌謡 DRUM & BASS,L.E.D. Vs. 幽閉サテライト,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3562,1669,224,13,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-01-11 12:21
