バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
Resort Anthem,ANTHEM LANDING,LATIN TEK,DJムラサメ,1,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2924,1446,32,6,FULLCOMBO CLEAR,AAA,2018-12-22 15:41
Resort Anthem,Broken,TRANCE,dj TAKA feat.AiMEE,3,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3053,1475,103,6,HARD CLEAR,AAA,2018-12-30 15:14
Resort Anthem,Dances with Snow Fairies,トレンディートランス,Dr.Honda,2,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2910,1349,212,25,HARD CLEAR,AAA,2018-12-30 14:17
Resort Anthem,XANADU OF TWO,DANCE POP,T.Kakuta With Starving Trancer + 森永真由美,2,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2698,1319,60,1,FULLCOMBO CLEAR,AAA,2018-12-15 09:01
Resort Anthem,ZETA～素数の世界と超越者～,IDM,Zektbach,0,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,2018-11-24 08:280
Lincle,BLACK.by X-Cross Fade,TECH-BREAKBEATS,DJ Mass MAD Izm*,1,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2933,1300,333,50,CLEAR,AA,2018-12-22 12:35
Lincle,DIAVOLO,TRANSCENDENTAL ETUDES,度胸兄弟,5,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2885,1288,309,39,CLEAR,AA,2018-12-30 15:20
Lincle,In the Blackest Den,PROGRESSIVE ROCK,Bulluvegola,1,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2455,1127,201,23,HARD CLEAR,AAA,2018-11-24 11:40
