"version","title","normalScore","normalDJName","normalPrefecture","hyperScore","hyperDJName","hyperPrefecture","anotherScore","anotherDJName","anotherPrefecture"
"HAPPY SKY","冥","1043","ANIES*",,"2053","ZENO",,"3466","WINTER",
"HAPPY SKY","LESSON 5","1251","UNYO",,"1805","JAI&CO",,"2404","WINTER",
"HAPPY SKY","Listen up","977","HELL",,"1422","CARP",,"2019","HELL",
"HAPPY SKY","Little Little Princess","1069","SAKAKI",,"2109","SETUNA",,"2642","WINTER",
"HAPPY SKY","Love Magic","991","AKI-15",,"1683","NITO6!",,"1875","SERA",
"HAPPY SKY","mind the gap","744","TART",,"1002","NITO6!",,"1527","WINTER",
"HAPPY SKY","MOON RACE","835","RAQUEL",,"1150","AGUILA",,"1816","HELL",
"HAPPY SKY","PATRIOTISM","758","HELL",,"1299","SAKAKI",,"1753","WINTER",
"HAPPY SKY","Pink Rose","585","SAKAKI",,"951","AGUILA",,"1023","SAKAKI",
"HAPPY SKY","PLASMA","939","*TAM*",,"1634","HELL",,"2186","HELL",
"HAPPY SKY","Pollinosis","780","HELL",,"1132","AGUILA",,"2379","WINTER",
"HAPPY SKY","POODLE","949","SAKAKI",,"1840","AGUILA",,"2210","SERA",
"HAPPY SKY","rage against usual","1322","AMI5",,"1989","WIN-98",,"2787","*HUYU*",
"HAPPY SKY","SCREAM SQUAD","1147","TART",,"1593","WAIL",,"1927","LONDON",
"HAPPY SKY","Scripted Connection⇒","1293","YMG-C",,"1989","ZENO",,"2922","-1048-",
"HAPPY SKY","SEXYSEXYCHEVY","801","TART",,"1115","AGUILA",,"1745","*YUMA*",
"HAPPY SKY","SigSig","1063","*BLITZ",,"1656","AGUILA",,"2507","ZENO",
"HAPPY SKY","SPARK!","684","AMI5",,"1295","WAIL",,"1514","U-NAGI",
"HAPPY SKY","tant pis pour toi","749","UNYO",,"1276","AKI-15",,"1622","WINTER",
"HAPPY SKY","Tizona d'El Cid","949","ANIES*",,"1901","ZENO",,"2226","*HUYU*",
"HAPPY SKY","TOE JAM","756","HELL",,"1322","ZZ-ACE",,"1356","MIND-S",
"HAPPY SKY","Twelfth Style","1193","UNYO",,"1466","WAIL",,"1944","SERA",
"HAPPY SKY","Under the Sky","892","*TAM*",,"1369","JAI&CO",,"1677","HELL",
"HAPPY SKY","vault of heaven","788","HELL",,"1387","AGUILA",,"1916","HELL",
"HAPPY SKY","Votum stellarum","800","AMI5",,"1617","969696",,"1908","HELL",
"HAPPY SKY","We are disっ娘よっつ打ち命","659","*TAM*",,"947","AGUILA",,"1616","HELL",
"HAPPY SKY","Xepher","1107","SAKAKI",,"2104","ZENO",,"2828","WINTER",
"HAPPY SKY","ラクエン","699","TART",,"922","WAIL",,"1866","KA",
"HAPPY SKY","ヒマワリ","550","SAKAKI",,"1792","DRAIN*",,"1984","ZENO",
"HAPPY SKY","オレはビートマニア！お前は...","789","M*I*O*",,"1431","AGUILA",,"1625","MIND-S",
"HAPPY SKY","キャッシュレスは愛情消すテ...","794","HELL",,"1305","ANIES*",,"2029","LONDON",
"HAPPY SKY","月光","877","TART",,"1713","AGUILA",,"2345","ZENO",
"HAPPY SKY","合体せよ!!ストロングイェー...","1085","TART",,"1540","CARP",,"1847","WINTER",
"DistorteD","ALFARSHEAR 双神威に廻る夢","1069","HELL",,"1624","AGUILA",,"2001","ZENO",
"DistorteD","Apocalypse～dirge of swans...","987","ANIES*",,"1743","CARP",,"2284","WINTER",
"DistorteD","ay carumba!!!!","992","AKI-15",,"1512","SAVAN7",,"1846","WINTER",
"DistorteD","嘆きの樹","1724","HELL",,"2395","ZENO",,"3588","NAGEKI",
"DistorteD","BALLAD THE FEATHERS","720","YMG-C",,"1077","*YUMA*",,"1480","HELL",
"DistorteD","Bloody Tears(IIDX EDITION)","1110","SAKAKI",,"1923","EDGAR",,"2089","WINTER",
"DistorteD","bluemoon","576","*ARIA*",,"1643","AGUILA",,"2204","WINTER",
"DistorteD","BOOM BOOM DISCO NIGHT","1007","*BLITZ",,"1788","WIN-98",,"2188","SERA",
"DistorteD","BREAK OUT","692","HELL",,"1246","HELL",,"1707","HELL",
"DistorteD","Broadbanded","886","SAKAKI",,"1387","NAZ22",,"1920","DNUOS",
"DistorteD","Concertino in Blue","870","RAQUEL",,"1666","ZZ-ACE",,"2448","WINTER",
"DistorteD","CONTRACT","1246","HELL",,"1636","ZENO",,"1997","WINTER",
"DistorteD","Crazy K.I.N.O.","844","AMI5",,"1150","MOMO00",,"1599","ZENO",
"DistorteD","D.C. fish","993","N!?",,"1904","WINTER",,"2226","MOMO00",
"DistorteD","DEEP ROAR","983","HELL",,"1399","*PLE.J",,"1866","HELL",
"DistorteD","Double vv Loving Heart","575","HELL",,"1310","HELL",,"1770","HELL",
"DistorteD","DUE TOMORROW","877","ANIES*",,"1367","*PLE.J",,"1883","KA",
"DistorteD","Enjoy your life","680","HELL",,"1053","AGUILA",,"1405","HELL",
"DistorteD","EURO-ROMANCE","962","YMG-C",,"1783","*YUMA*",,"2015","HELL",
"DistorteD","Ganymede","1093","16GO!!",,"1644","WIN-98",,"2220","KANCHI",
"DistorteD","Harmony and Lovely","901","UNYO",,"1728","YUJI",,"2143","J.K",
"DistorteD","Heavenly Sun(IIDX VERSION)","823","AMI5",,"1558","KUNKUN",,"2032","GARNET",
"DistorteD","iFUTURELIST","689","ANIES*",,"1136","AGUILA",,"1647","SEKAI",
"DistorteD","INFERNO","1153","*ARIA*",,"1578","SEKAI",,"1909","MOMO00",
"DistorteD","Leaving・・・","771","HELL",,"1371","CAPCOM",,"2043","3525",
"DistorteD","Look To The Sky(cyber True...","968","AMI5",,"1823","BOARD.",,"2317","SERA",
"DistorteD","Melody Life","775","*TAM*",,"1302","MMMMMM",,"1801","HELL",
"DistorteD","MINT","1011","*ARIA*",,"1746","WANTAN",,"2230","U-NAGI",
"DistorteD","MOON","849","AMI5",,"2039","WIN-98",,"2137","WIN-98",
"DistorteD","Parasite World","1312","YMG-C",,"1827","SEKAI",,"2246","U-NAGI",
"DistorteD","Power of Love","999","HELL",,"1632","HELL",,"2065","HELL",
"DistorteD","Pretty Punisher","975","HELL",,"1430","JAI&CO",,"1855","*HUYU*",
"DistorteD","SAMBA DE JANEIRO","1048","AMI5",,"1892","AGUILA",,"2459","ZENO",
"DistorteD","So Fabulous!!","1084","N!?",,"1522","WIN-98",,"2256","WIN-98",
"DistorteD","SPRING RAIN (LLUVIA DE PRI...","964","HELL",,"1320","CARP",,"1744","HELL",
"DistorteD","Sun Field","562","*ARIA*",,"1501","HELL",,"2323","U-NAGI",
"DistorteD","The Dirty of Loudness","1409","HELL",,"2160","ZENO",,"2454","KA",
"DistorteD","This is Love","918","AMI5",,"1747","HELL",,"2363","WINTER",
"DistorteD","tiger yamato","779","AMI5",,"1358","WIN-98",,"1807","HELL",
"DistorteD","Tonight?","632","YMG-C",,"1151","AGUILA",,"1443","HELL",
"DistorteD","tripping contact","1313","AMI5",,"1841","WINTER",,"2526","WINTER",
"DistorteD","tripping contact(teranoid&...","1227","JAI&CO",,"1902","SQN#04",,"2345","WINTER",
"DistorteD","Type Mars (G-Style Mix)","1102","YMG-C",,"1807","ZENO",,"2293","WINTER",
"DistorteD","Ubiquitous Fantastic Ride","635","ANIES*",,"1197","U-NAGI",,"1588","WINTER",
"DistorteD","waxing and wanding","1275","SAKAKI",,"1924","HELL",,"2749","*HUYU*",
"DistorteD","Why did you go away","1089","AMI5",,"1743","AGUILA",,"2225","-LVOS-",
"DistorteD","Winning Eleven9 Theme(IIDX...","820","*ARIA*",,"1385","REI.JS",,"1655","HELL",
"DistorteD","wish","781","*TAM*",,"1156","*YUMA*",,"1458","MOMO00",
"DistorteD","WISH(EUROBEAT MIX)","1032","NA2-15",,"1577","CARP",,"1904","ZENO",
"DistorteD","with you…","778","UNYO",,"1124","SHINO*",,"1723","HELL",
"DistorteD","Zenius -I- vanisher","966","HELL",,"1519","AGUILA",,"2302","*HUYU*",
"DistorteD","カゴノトリ～弐式～","1121","WIN-98",,"1795","WIN-98",,"2490","-1048-",
"DistorteD","タシカナモノ","927","*ARIA*",,"1409","SEKAI",,"1984","ZENO",
"DistorteD","華蝶風雪","1237","ZENO",,"2049","ZENO",,"2861","ZENO",
"DistorteD","虹色","948","RAQUEL",,"1520","AGUILA",,"1796","HELL",
"DistorteD","罠","556","*ARIA*",,"1501","*OBAKA",,"2389","WIN-98",
