"version","title","normalScore","normalDJName","normalPrefecture","hyperScore","hyperDJName","hyperPrefecture","anotherScore","anotherDJName","anotherPrefecture"
"7th style","Secret Tale","792","TART",,"1138","NAQ",,"1491","A873-0",
"7th style","Spica","656","TART",,"1490","PITAGO",,"2225","DOLCE.",
"7th style","Spooky","1116","SAKAKI",,"1412","AGUILA",,"1645","*KNST*",
"7th style","stoic","1716","HELL",,"2442","CORE",,"2536","CORE",
"7th style","Tomorrow Perfume","1346","SAKAKI",,"1941","AGUILA",,"2121","DOLCE.",
"7th style","traces","1543","HELL",,"1943","*KNST*",,"2142","CORE",
"7th style","ZERO-ONE","1108","SAKAKI",,"1716","CARP*S",,"2226","DOLCE.",
"7th style","革命","773","HELL",,"1956","TTY.MJ",,"2318","CORE",
"8th style","abstract","1307","SAKAKI",,"1635","CARP*S",,"1888","KA*S",
"8th style","airflow","585","SAKAKI",,"797","DDN",,"1427","IMP",
"8th style","ALIEN WORLD","944","SAKAKI",,"1158","AGUILA",,"1441","CARP*S",
"8th style","蒼い衝動","935","SAKAKI",,"1382","SKYLUV",,"1597","BAN-BE",
"8th style","Attitude","1051","SAKAKI",,"1436","CARP*S",,"1751","*KNST*",
"8th style","bit mania","915","SAKAKI",,"1285","AGUILA",,"1862","IMP",
"8th style","Blame","1218","HELL",,"1572","AGUILA",,"1926","KA*S",
"8th style","Blown My Heart Away","843","SAKAKI",,"1140","CARP*S",,"1637","*KNST*",
"8th style","CELEBRATE NITE","936","SAKAKI",,"1175","KING.G",,"1417","IMP",
"8th style","Colors -Y&Co. Eurobeat Remix-","1167","SKYLUV",,"2038","JAI&CO",,"2184","DOLCE.",
"8th style","DANCER","888","SAKAKI",,"1041","SAKAKI",,"1404","EMT2",
"8th style","Drivin'","926","SAKAKI",,"1313","CARP*S",,"1777","DOLCE.",
"8th style","dual control","797","HELL",,"1482","HELL",,"1887","IMP",
"8th style","Foundation of our love","464","SAKAKI",,"1335","SAKAKI",,"1625","CARP*S",
"8th style","Giudecca","930","SAKAKI",,"1988","SKYLUV",,"2676","IMP",
"8th style","Halfway of promise","962","SAKAKI",,"1521","AGUILA",,"1834","KA*S",
"8th style","夜のサングラス","1085","SAKAKI",,"1320","CARP*S",,"1911","KA*S",
"8th style","LAB","1062","SAKAKI",,"2008","MOLX2#",,"2120","NI-PON",
"8th style","LOVE IS ORANGE","798","*TAM*",,"1036","TE2YA*",,"1797","DOLCE.",
"8th style","memories","1145","SAKAKI",,"2052","AGUILA",,"2252","*HUYU*",
"8th style","Monkey Dance","824","SAKAKI",,"1371","AGUILA",,"1982","IMP",
"8th style","murmur twins","1130","SAKAKI",,"1684","CARP*S",,"2383","TOTORO",
"8th style","MUSIC TO YOUR HEAD","829","TART",,"1468","HELL",,"1678","KA*S",
"8th style","PLEASE DON'T GO","1009","SAKAKI",,"1406","CARP*S",,"2405","IMP",
"8th style","rainbow flyer","837","TART",,"1687","CARP*S",,"2121","IMP",
"8th style","symbolic","1456","SAKAKI",,"1873","CARP*S",,"2240","DOLCE.",
"8th style","thunder","1203","SAKAKI",,"1600","CARP*S",,"1883","9SOGE-",
"8th style","V35","1024","SAKAKI",,"1487","AGUILA",,"1989","9SOGE-",
"8th style","WAR GAME","970","SAKAKI",,"1543","AGUILA",,"2095","KA*S",
"8th style","World Wide Love","706","*TAM*",,"1051","MAX150",,"1117","DOLCE.",
"8th style","xenon","1139","SKYLUV",,"1722","CARP*S",,"2718","IMP",
"8th style","合体せよ！ストロングイェーガー！！ (Ryu☆ remix)","1610","HELL",,"1737","*KNST*",,,,
"8th style","桜","1025","TE2YA*",,"1532","ZENO",,"2136","IMP",
"9th style","Abyss -The Heavens Remix-","1522","SAKAKI",,"1868","SKYLUV",,"2348","ASIAN2",
"9th style","ACT","1063","SAKAKI",,"1718","AKI-15",,"1855","OP*LUV",
"9th style","BAD BOY BASS!! (dj Remo-con MIX)","934","N!?",,"1404","CARP*S",,"1794","SHPIMP",
"9th style","bag","935","SAKAKI",,"1229","A873-0",,,,
"9th style","Be Rock U (1998 burst style)","883","N!?",,"1370","CARP*S",,"1852","CORE",
"9th style","BREEDING","874","UNYO",,"1458","AGUILA",,"1549","SAITO",
"9th style","BRIGHTNESS DARKNESS","726","Y.S-Y",,"1486","DDN",,"1762","IMP",
"9th style","CHARLOTTE","652","TART",,"888","BBC",,"1460","KA*S",
"9th style","Cradle","929","34NARA",,"1490","WWWWWW",,"1594","IMP",
"9th style","Distress","1353","SAKAKI",,"1839","DOLCE.",,,,
"9th style","Dreamin' Sun","1148","*TAM*",,"1877","AGUILA",,"2118","CORE",
"9th style","e-motion 2003 -romantic extra-","1324","SAKAKI",,"1636","AGUILA",,"1981","KA*S",
"9th style","ECHOES","946","SKYLUV",,"1174","34NARA",,"2042","DOLCE.",
"9th style","FESTA DO SOL","682","*TAM*",,"1262","AGUILA",,"1673","IMP",
"9th style","Golden Horn","717","N!?",,"1271","CARP*S",,"1504","KA*S",
"9th style","HYPER EUROBEAT(2DX STYLE)","1110","HELL",,"1670","ANA-G",,"1956","KA*S",
"9th style","I can fly, I've got reason","612","SAKAKI",,"1084","SUZAKU",,"1363","A873-0",
"9th style","I Was The One (80's EUROBEAT STYLE)","794","SAKAKI",,"1364","SAKAKI",,"1445","9SOGE-",
"9th style","I'm In Love Again -Y&Co. EURO MIX-","730","SAKAKI",,"1307","CARP*S",,"1787","KA*S",
"9th style","Karma","1331","SAKAKI",,"1669","SKYLUV",,"1825","KA*S",
"9th style","Let The Snow Paint Me -Y&Co. Remix-","846","TART",,"1285","34NARA",,"1811","CARP*S",
"9th style","Let's say Hello!","855","SAKAKI",,"1287","SAKAKI",,"1654","DOLCE.",
"9th style","lights","711","SAKAKI",,"1486","YMG-C",,"1796","*HUYU*",
"9th style","Logic Board","1053","SAKAKI",,"1789","AGUILA",,"2320","*JOAN*",
"9th style","LOVE SHINE","863","SAKAKI",,"1831","SKYLUV",,"2072","IMP",
"9th style","lower world","1395","HELL",,"1910","CARP*S",,"2250","DOLCE.",
"9th style","MARIA(I believe...)","750","SAKAKI",,"1594","JAMO!?",,"1945","KA*S",
"9th style","moon_child","1059","SAKAKI",,"1994","*JOAN*",,"2512","DOLCE.",
"9th style","one or eight","1363","SAKAKI",,"1911","*JOAN*",,"2244","DOLCE.",
"9th style","Prelude","883","TART",,"1398","CARP*S",,"2040","IMP",
"9th style","quasar","1177","HELL",,"1785","CARP*S",,"2302","IMP",
"9th style","Quickening","955","HELL",,"1742","SKYLUV",,"2098","DOLCE.",
"9th style","Really Love","652","34NARA",,"959","34NARA",,"1736","IMP",
"9th style","RISLIM -Remix-","805","SAKAKI",,"1006","34NARA",,"1862","IMP",
"9th style","rottel-the-Mercury","1006","HELL",,"1915","SKYLUV",,"2258","KA*S",
"9th style","Silvia Drive","855","SAKAKI",,"1552","SAKAKI",,"2062","NI-PON",
"9th style","STAR FIELD","702","TART",,"1602","CARP*S",,"1883","*KNST*",
"9th style","Sweet Sweet Magic","1016","SAKAKI",,"1550","MOLRIN",,"2052","DOLCE.",
"9th style","The end of my spiritually","937","*TAM*",,"1190","CARP*S",,"1297","IMP",
"9th style","Two DAYS OF LOVE","849","TART",,"1377","CARP*S",,"1854","9SOGE-",
"9th style","u gotta groove-extend joy style-","528","TART",,"987","SAKAKI",,"1435","IMP",
"9th style","Your Body","1053","34NARA",,"1358","CARP*S",,"2227","DOLCE.",
"9th style","ライオン好き","656","SAKAKI",,"1200","AGUILA",,"1506","CARP*S",
"9th style","昭和企業戦士荒山課長","796","SAKAKI",,"1491","CARP*S",,"1628","KA*S",
"10th style","1st Samurai","1090","SAKAKI",,"2001","ZENO",,"2680","TOTORO",
"10th style","5.8.8.","446","34NARA",,"800","34NARA",,"1066","A873-0",
"10th style","雪月花","1266","SAKAKI",,"1917","SELF",,"2509","IMP",
"10th style","ALIEN TEMPLE","1004","SAKAKI",,"1663","SAKAKI",,"2022","DOLCE.",
"10th style","ASTRAL VOYAGE","1014","SAKAKI",,"1439","CARP*S",,"1921","DOLCE.",
"10th style","BABY LOVE","1188","SAKAKI",,"1709","CARP*S",,"2140","KA*S",
"10th style","Back Into The Light","1202","N!?",,"1662","CARP*S",,"2158","CARP*S",
"10th style","Boundary","878","UNYO",,"1835","AKI-15",,"2048","A4NAME",
"10th style","CARRY ON NIGHT (English version)","1019","SAKAKI",,"1388","AGUILA",,"2048","BAN-BE",
"10th style","Daisuke","1223","KIM",,"1690","AGUILA",,"2383","CORE",
"10th style","Debtty Daddy","1059","SAKAKI",,"1985","CARP*S",,"2692","DOLCE.",
"10th style","desolation","489","SAKAKI",,"655","SAKAKI",,"761","9SOGE-",
"10th style","DoLL","956","SAKAKI",,"1249","SKYLUV",,"1619","DDN",
"10th style","Don't forget","844","SAKAKI",,"1170","AGUILA",,"1646","N!?",
"10th style","Drop on the floor","849","SAKAKI",,"1694","WWWWWW",,"1872","DOLCE.",
"10th style","EXE","889","SAKAKI",,"1641","CARP*S",,"2239","KA*S",
"10th style","Feedback","1074","SAKAKI",,"1630","SUZAKU",,"1946","KA*S",
"10th style","FEEL IT","948","SAKAKI",,"1729","TTY.MJ",,"1991","JJJJJJ",
"10th style","Freezing atmosphere","822","UNYO",,"1146","SAKAKI",,"1515","*HUYU*",
"10th style","GHOST REVIVAL","929","SAKAKI",,"2058","SAL",,"2559","NI-PON",
"10th style","GRADIUS -FULL SPEED-","762","SAKAKI",,"1235","YUZU",,"2082","DOLCE.",
"10th style","HI SCHOOL DREAM","942","SAKAKI",,"1448","CARP*S",,"1806","MYGOIC",
"10th style","HIGH","937","ATIA",,"1924","MOLRIN",,"2157","BAN-BE",
"10th style","Innocent Walls","1651","SAKAKI",,"2434","MYGOIC",,"2811","SHRINP",
"10th style","Love Is Eternity","1236","SAKAKI",,"2004","*KNST*",,"2396","IMP",
"10th style","LOW","692","SAKAKI",,"1503","AGUILA",,"1734","DOLCE.",
"10th style","Lucy","970","HI-GGG",,"1788","CARP*S",,"2312","CORE",
"10th style","Narcissus At Oasis","784","SAKAKI",,"1579","*JOAN*",,"1659","DOLCE.",
"10th style","NO DOUBT GET LOUD","470","TART",,"950","CARP*S",,"996","KA*S",
"10th style","No.13","1676","SAKAKI",,"2692","K.",,"3141","NI-PON",
"10th style","One More Lovely","877","SAKAKI",,"1647","SKYLUV",,"2786","TOTORO",
"10th style","pandora","909","SAKAKI",,"1690","CARP*S",,"1845","*1048*",
"10th style","PLATONIC-XXX","832","SAKAKI",,"1097","CARP*S",,"1483","90884",
"10th style","R2","1059","SAKAKI",,"1446","SKYLUV",,"2199","XAN.7",
"10th style","rainbow rainbow","1585","SAKAKI",,"2263","K.",,"2700","DOLCE.",
"10th style","Rise'n Beauty","1296","SAKAKI",,"1668","CARP*S",,"2167","*JOAN*",
"10th style","SHOOTING STAR","1295","34NARA",,"1692","CARP*S",,"2273","KA*S",
"10th style","Smell Like This","1049","SAKAKI",,"1359","CARP*S",,"1695","DOLCE.",
"10th style","SPACE FIGHT","656","SAKAKI",,"1516","AGUILA",,"2236","DOLCE.",
"10th style","Think of me","562","TART",,"794","093818",,"1499","IMP",
"10th style","システムロマンス","916","SKYLUV",,"1793","CARP*S",,"2030","CORE",
"IIDX RED","AA","1280","SKYLUV",,"2725","MYGOIC",,"3579","KA*S",
"IIDX RED","太陽 ～T･A･I･Y･O～","836","SAKAKI",,"1436","AGUILA",,"1741","IMP",
"IIDX RED","大桟橋","493","SAKAKI",,"1139","WWWWWW",,"1817","DOLCE.",
"IIDX RED","AGEHA","1069","SKYLUV",,"1760","SUZAKU",,"1883","BAN-BE",
"IIDX RED","ANDROMEDA","1034","SAKAKI",,"1937","KA*S",,"2869","DOLCE.",
"IIDX RED","awakening","1104","SAKAKI",,"1476","AGUILA",,"1715","CORE",
"IIDX RED","Be quiet","1113","SKYLUV",,"1764","TTY.MJ",,"2204","DOLCE.",
"IIDX RED","BLOCKS","830","SAKAKI",,"1342","CARP*S",,"1970","*JOAN*",
"IIDX RED","BREATH","933","SAKAKI",,"1316","NAO.",,"1738","KA*S",
"IIDX RED","Click Again","919","SAKAKI",,"1461","AGUILA",,"2136","IMP",
"IIDX RED","Close my Eyes for Me","1051","34NARA",,"1481","AGUILA",,"1833","DOLCE.",
"IIDX RED","D.A.N.C.E.!","592","TART",,"847","WWWWWW",,"1616","BAN-BE",
"IIDX RED","Don't be afraid myself","1127","HELL",,"1903","*JOAN*",,"2273","IMP",
"IIDX RED","earth scape","457","34NARA",,"1045","34NARA",,"1274","34NARA",
"IIDX RED","FAKE TIME","1052","SAKAKI",,"1751","KAI",,"2323","KA*S",
"IIDX RED","Fly Away To India","688","TART",,"1115","AGUILA",,"1407","IMP",
"IIDX RED","GENOCIDE","1159","SKYLUV",,"2103","NEOP6P",,"2376","IMP",
"IIDX RED","gigadelic","1518","SAKAKI",,"2153","MYGOIC",,"2507","DOLCE.",
"IIDX RED","HORIZON","1089","SAKAKI",,"1566","SKYLUV",,"1963","KA*S",
"IIDX RED","惑 -perplexity-","700","XEMN",,"971","YMG-C",,"1388","9SOGE-",
"IIDX RED","INJECTION OF LOVE","686","SAKAKI",,"1059","AGUILA",,"1533","DOLCE.",
"IIDX RED","KEY","1141","SAKAKI",,"1881","TE2YA*",,"2845","KA*S",
"IIDX RED","KI･SE･KI(IIDX RED EDIT)","754","34NARA",,"1324","AGUILA",,"1910","IMP",
"IIDX RED","Les filles balancent","941","SAKAKI",,"1248","SAKAKI",,"1641","IMP",
"IIDX RED","listen to yourself","773","YMG-C",,"1202","SAKAKI",,"2099","KA*S",
"IIDX RED","More Move","990","SAKAKI",,"1522","SAKAKI",,"1697","JAI&CO",
"IIDX RED","NEBULA GRASPER","1377","SAKAKI",,"2039","PITAGO",,"2457","NI-PON",
"IIDX RED","PERFECTWORLD","578","*TAM*",,"916","AGUILA",,"1496","A873-0",
"IIDX RED","Raspberry Heart(English version)","1055","SAKAKI",,"1584","CARP*S",,"1851","CARP*S",
"IIDX RED","RED ZONE","1131","SKYLUV",,"1925","CARP*S",,"2325","NI-PON",
"IIDX RED","RESONATE 1794","938","SAKAKI",,"1476","SKYLUV",,"1877","DOLCE.",
"IIDX RED","Secret of Love","1099","SAKAKI",,"1478","CARP*S",,"2014","NI-PON",
"IIDX RED","SPEEDY CAT","1137","SAKAKI",,"1712","CARP*S",,"2032","NI-PON",
"IIDX RED","Sphere","1080","HELL",,"1963","CARP*S",,"2190","KA*S",
"IIDX RED","spiral galaxy","1087","SAKAKI",,"2097","TTY.MJ",,"2580","DOLCE.",
"IIDX RED","The Hope of Tomorrow","1068","SKYLUV",,"1717","YMG-C",,"1957","KA*S",
"IIDX RED","ULTiMΛTE","960","SAKAKI",,"1480","ATIA",,"1995","IMP",
"IIDX RED","Wonder Bullfighter","968","34NARA",,"1468","CARP*S",,"2034","BAN-BE",
"IIDX RED","ピアノ協奏曲第1番”蠍火”","837","SAKAKI",,"2129","K.F",,"2629","TOTORO",
"HAPPY SKY","100% minimoo-G","943","SAKAKI",,"1689","SAITO",,"1711","DOLCE.",
"HAPPY SKY","Agnus Dei","925","SAKAKI",,"1672","AGUILA",,"2066","ZENO",
"HAPPY SKY","alla turca con passione","816","SAKAKI",,"1641","CARP*S",,"2186","*JOAN*",
"HAPPY SKY","Aurora","1416","SAKAKI",,"2160","TTY.MJ",,"2531","TOTORO",
"HAPPY SKY","CaptivAte～浄化～","1077","SKYLUV",,"1876","ZENO",,"2460","IMP",
"HAPPY SKY","Catch Me","800","SAKAKI",,"1308","PITAGO",,"1789","IMP",
"HAPPY SKY","Don't let it go","720","SAKAKI",,"1279","AGUILA",,"1682","XAN.7",
"HAPPY SKY","double thrash","1047","SAKAKI",,"2068","NYANTA",,"2354","TOTORO",
"HAPPY SKY","EDEN","1320","SAKAKI",,"1930","ZENO",,"2716","ZENO",
"HAPPY SKY","EMPTY OF THE SKY","668","HI-GGG",,"1049","34NARA",,"1680","ALL-15",
"HAPPY SKY","First Resolution","839","SAKAKI",,"1613","AGUILA",,"2148","NEOP6P",
"HAPPY SKY","FUNKTION","974","ZAN.T",,"1662","CARP*S",,"2055","KA*S",
"HAPPY SKY","garden","878","SAKAKI",,"1523","DANMAK",,"2150","*KNST*",
"HAPPY SKY","Get'em up to R.A.V.E","1192","SAKAKI",,"1766","CARP*S",,"2290","KA*S",
"HAPPY SKY","GREEN EYES","1010","SAKAKI",,"1635","WILHEL",,"2209","DOLCE.",
"HAPPY SKY","HAPPY☆ANGEL","1104","SAKAKI",,"1556","CARP*S",,"2088","XAN.7",
