"version","title","normalScore","normalDJName","normalPrefecture","hyperScore","hyperDJName","hyperPrefecture","anotherScore","anotherDJName","anotherPrefecture"
"4th style","CHECKING YOU OUT","652","VEGETA",,"896","**MIND",,"1320","*SNOW*",
"4th style","Clione","528","UNYO",,"954","UNYO",,"1619","*MIYU*",
"4th style","DXY!","1290","ATIA",,"1912","RICK.",,"2269","TANMEN",
"4th style","empathy","832","TART",,"1378","NOVAK",,"1463","*SHO*",
"4th style","era(step mix)","1120","TURTLE",,"1429","SHOP-E",,"1716","DOLCE.",
"4th style","FLOWERS for ALBION","244","AYANE.",,"442","34NARA",,,,
"4th style","HIGHER","540","TART",,"935","MONO",,"1278","TETSUO",
"4th style","Hitch Hiker2","836","TART",,"1214","ARAD",,"1324","TETSUO",
"4th style","Jam&Marmalade","775","UNYO",,"906","FULPOP",,"1017","HARAMI",
"4th style","KAMIKAZE","1029","IMOTO*",,"1480","FULPOP",,"2303","*SNOW*",
"4th style","LOVE WILL...","558","TURTLE",,"758","TART",,"1460","GOLGO",
"4th style","minimalian","542","TART",,"1103","FULPOP",,"1406","TERROR",
"4th style","MR.T.(take me higher)","855","TART",,"1016","MITUBA",,"1767","*SNOW*",
"4th style","Nasty!","590","TART",,"963","MASAKI",,"1565","*SNOW*",
"4th style","starmine","911","TURTLE",,"1427","MASAKI",,"1591","RE-ON",
"4th style","ULTRA HIGH-HEELS","760","TURTLE",,"920","ARAD",,"991","SSSSSS",
"4th style","Under Construction","831","IMOTO*",,"1007","GES8RO",,"1158","TERROR",
"4th style","Voltage(feat.Hidemaru)","954","TART",,"1244","N!?",,"1326","200000",
"5th style","Abyss","1273","TURTLE",,"1622","ARAD",,"1881","RICK.",
"5th style","in my eyes","965","TURTLE",,"1467","NOIK.S",,"1582","*SNOW*",
"5th style","INSERTiON","888","TART",,"1302","RICK",,"1652","DOLCE.",
"5th style","Kiss me all night long","934","TURTLE",,"1252","*SHO*",,"1478","*SNOW*",
"5th style","LOVE AGAIN TONIGHT～for Mellisa mix～","770","TURTLE",,"998","*9N2*",,"1119","TETSUO",
"5th style","outer wall","945","IMOTO*",,"1365","ARAD",,"1777","TERROR",
"5th style","QQQ","1234","ATIA",,"1907","RICK.",,"2164","*SNOW*",
"5th style","Radical Faith","1191","TART",,"1513","FF3",,"1303","HARAMI",
"5th style","Real","1136","TURTLE",,"1691","RICK",,"1826","*SNOW*",
"5th style","Regulus","1078","TART",,"1542","MEIAN.",,"1728","*SNOW*",
"5th style","RIDE ON THE LIGHT (HI GREAT MIX)","903","UNYO",,"1093","NOVAK",,"1715","NIKE.",
"5th style","RISLIM","925","TURTLE",,"1232","NEET",,,,
"5th style","sometime","783","VEGETA",,"1070","ARAD",,"1335","DOLCE.",
"5th style","Spin the disc","811","TART",,"1302","CARP*S",,"1335","*SNOW*",
"5th style","STILL IN MY HEART","1029","ATIA",,"1385","ARAD",,"1925","XAN.L",
"5th style","still my words","926","TURTLE",,"1233","TANMEN",,,,
"5th style","sync","1093","TURTLE",,"1943","CARP*S",,"2385","DOLCE.",
"5th style","THE CUBE","746","RICK.",,"1281","7.3LTD",,"1358","RIRA",
"5th style","THE SHINING POLARIS","968","TURTLE",,"1327","ARAD",,"1589","TETSUO",
"5th style","V","1290","IMOTO*",,"2526","JDR-OK",,"3013","DOLCE.",
"6th style","19,November","1116","TART",,"1454","SE2NA*",,"1808","TANMEN",
"6th style","BALLAD FOR YOU～想いの雨～","591","NAS-15",,"767","N!?",,"1068","-AKI-",
"6th style","Blueberry Stream","848","TURTLE",,"1494","JOSYU*",,"1655","*SNOW*",
"6th style","Buffalo","1010","TART",,"1461","FULPOP",,"1804","*SNOW*",
"6th style","Colors(radio edit)","1480","GES8RO",,"1981","MEIAN.",,"2428","DOLCE.",
"6th style","DIVE -INTO YOUR HEART-","1305","IMOTO*",,"1874","XAN.L",,"2106","TETSUO",
"6th style","fly through the night","902","GES8RO",,"1364","XAN.L",,"1714","DOLCE.",
"6th style","Free Style","935","TURTLE",,"1132","MABERI",,"1315","*SNOW*",
"6th style","Frozen Ray(original mix)","1314","GES8RO",,"1762","MABERI",,"1809","*SNOW*",
"6th style","G2","1462","N!?",,"1831","ZENO",,"2335","TANMEN",
"6th style","Linus","972","TART",,"1550","*SHO*",,"2188","*SNOW*",
"6th style","NEMESIS","1033","TURTLE",,"1644","XAN.L",,"1902","TETSUO",
"6th style","rottel-da-sun","825","TART",,"1367","TOTORI",,"1857","SAGAI",
"6th style","route 80s","904","TART",,"1211","TOTORI",,"1516","TANMEN",
"6th style","Summer Vacation(CU mix)","1305","O-MURO",,"1852","TANMEN",,,,
"6th style","Take It Easy","1499","TURTLE",,"2392","HELP",,"2526","*SNOW*",
"6th style","VJ ARMY","1311","N!?",,"1735","NOVAK",,"1909","*SNOW*",
"6th style","こっちを向いてよ","868","MASAKI",,"1309","MASAKI",,"1385","*SNOW*",
"6th style","電人イェーガーのテーマ(Theme of DENJIN J)","1117","TURTLE",,"1575","*SHO*",,,,
"7th style","A","1314","TURTLE",,"2170","ZENO",,"2480","*SNOW*",
"7th style","AVE DE RAPINA","1400","JOSYU*",,"1721","STEEZ",,"1841","*SNOW*",
"7th style","Bad Routine","1036","TURTLE",,"1424","TANMEN",,,,
"7th style","BRING HER DOWN","1058","TURTLE",,"1468","RICK",,"1780","DOLCE.",
"7th style","Burning Heat! (Full Option Mix)","720","TURTLE",,"982","RICK",,"1495","*SNOW*",
"7th style","Cheer Train","930","TURTLE",,"1233","ARAD",,"1742","*SNOW*",
"7th style","CLOUDY MUSIC","831","TART",,"1225","TERROR",,,,
"7th style","D2R","979","RICK.",,"1333","RICK.",,"1628","RICK.",
"7th style","DESTINY","1086","AYANE.",,"1390","FULPOP",,"1843","TANMEN",
"7th style","foreplay","708","IMOTO*",,"1232","N!?",,"1351","*SNOW*",
"7th style","Glorious Days","523","VANDIR",,"814","ARAD",,"907","UKI6RA",
"7th style","Happy Wedding","1229","TURTLE",,"1703","MABERI",,"1852","*SNOW*",
"7th style","i feel...","907","TURTLE",,"1112","RICK.",,"1247","TANMEN",
"7th style","Last Message","1020","ATIA",,"1351","XAN.L",,"1621","*SNOW*",
"7th style","Let the Snow Paint Me","861","TART",,"1071","IMOTO*",,"1245","TETSUO",
"7th style","Love Me Do","1136","MUFU-A",,"1706","ARAD",,"2110","XAN.L",
"7th style","Marmalade Reverie","870","TURTLE",,"1007","IMOTO*",,"1270","ARAD",
"7th style","MAX 300","1132","AYANE.",,"1945","DOLCE.",,,,
"7th style","Spica","656","TART",,"1515","MABERI",,"2262","YOZUCA",
"7th style","Spooky","1115","TURTLE",,"1408","ARAD",,"1649","TANMEN",
"7th style","stoic","1713","IMOTO*",,"2450","*REI",,"2563","TANMEN",
"7th style","Tomorrow Perfume","1337","GES8RO",,"1945","TOTORI",,"2139","DOLCE.",
"7th style","traces","1545","TOTORI",,"1940","JASTY.",,"2151","TANMEN",
"7th style","ZERO-ONE","1106","ATIA",,"1724","*REI",,"2239","MYG-C",
"7th style","革命","774","TURTLE",,"1975","RICK.",,"2337","RICK.",
"8th style","abstract","1298","GES8RO",,"1638","N!?",,"1900","TERROR",
"8th style","airflow","585","TURTLE",,"796","ARAD",,"1434","LAL-CE",
"8th style","ALIEN WORLD","945","TURTLE",,"1160","UNYO",,"1441","TANMEN",
"8th style","ALL RIGHT","891","TURTLE",,"1312","RICK.",,"1621","NOIK.S",
"8th style","Attitude","1052","TURTLE",,"1430","XAN.L",,"1758","TANMEN",
"8th style","bit mania","916","TART",,"1282","INOPYU",,"1864","TETSUO",
"8th style","Blame","1212","ATIA",,"1579","SHOP-E",,"1942","FF3",
"8th style","CELEBRATE NITE","939","TURTLE",,"1174","XAN.L",,"1424","TANMEN",
"8th style","Colors -Y&Co. Eurobeat Remix-","1167","IMOTO*",,"2043","XAN.L",,"2187","TANMEN",
"8th style","DANCER","887","TURTLE",,"1042","UNYO",,"1420","TANMEN",
"8th style","dissolve","976","TART",,"1302","GES8RO",,"1557","CARP*S",
"8th style","dual control","802","TART",,"1490","MABERI",,"1883","*SNOW*",
"8th style","FLUTE MAN","593","TURTLE",,"917","JOSYU*",,"1093","1048",
"8th style","Giudecca","933","DENKA0",,"1987","SHOP-E",,"2704","TANMEN",
"8th style","Halfway of promise","961","UNYO",,"1532","TOTORI",,"1832","UKI6RA",
"8th style","LAB","1065","ATIA",,"2028","MAJIN!",,"2124","*SNOW*",
"8th style","LOVE IS ORANGE","798","TART",,"1035","VEGETA",,"1797","TANMEN",
"8th style","memories","1145","TURTLE",,"2065","MA&YU",,"2273","TANMEN",
"8th style","Monkey Dance","825","TURTLE",,"1370","VEGETA",,"1983","TETSUO",
"8th style","murmur twins","1132","TURTLE",,"1687","JASTY.",,"2390","DOLCE.",
"8th style","MUSIC TO YOUR HEAD","827","IMOTO*",,"1462","GES8RO",,"1691","DOLCE.",
"8th style","PLEASE DON'T GO","1003","IMOTO*",,"1413","FULPOP",,"2440","TETSUO",
"8th style","rainbow flyer","837","IMOTO*",,"1695","WAHOO!",,"2134","1048",
"8th style","symbolic","1456","TURTLE",,"1882","XAN.L",,"2256","UKI6RA",
"8th style","thunder","1198","TURTLE",,"1616","MABERI",,"1898","TANMEN",
"8th style","WAR GAME","972","TART",,"1560","RB.AR8",,"2127","TANMEN",
"8th style","World Wide Love","706","TART",,"1052","TART",,"1118","UKI6RA",
"8th style","xenon","1130","TURTLE",,"1721","XAN.L",,"2728","TANMEN",
"8th style","合体せよ！ストロングイェーガー！！","1602","MAKI.0",,"1740","*SHO*",,,,
"8th style","夜のサングラス","1079","IMOTO*",,"1320","ARAD",,"1919","TANMEN",
"8th style","桜","1045","VEGETA",,"1562","NEET",,"2179","DOLCE.",
"8th style","蒼い衝動","935","TURTLE",,"1382","IMOTO*",,"1600","TERROR",
"9th style","Abyss -The Heavens Remix-","1517","ATIA",,"1863","TOTORI",,"2362","JASTY.",
"9th style","ACT","1061","TURTLE",,"1713","B-RABI",,"1864","TERROR",
"9th style","ADVANCE","482","TART",,"887","*JENA*",,"1333","TANMEN",
"9th style","BAD BOY BASS!! (dj Remo-con MIX)","936","TURTLE",,"1406","ARAD",,"1800","TETSUO",
"9th style","Be Rock U (1998 burst style)","880","TURTLE",,"1368","N!?",,"1862","DOLCE.",
"9th style","BREEDING","876","ATIA",,"1460","RICK.",,"1549","*SNOW*",
"9th style","BRIGHTNESS DARKNESS","726","TURTLE",,"1485","MASAKI",,"1768","UKI6RA",
"9th style","Cradle","929","TURTLE",,"1488","MAJIN!",,"1597","DO",
"9th style","Distress","1355","TART",,"1845","TANMEN",,,,
"9th style","Dreamin' Sun","1148","IMOTO*",,"1881","IMOTO*",,"2121","F.A",
"9th style","e-motion 2003 -romantic extra-","1327","SHOP-E",,"1633","CARP*S",,"1990","TANMEN",
"9th style","ECHOES","948","GES8RO",,"1175","IMOTO*",,"2049","TANMEN",
"9th style","Golden Horn","718","TURTLE",,"1260","HINATA",,"1515","*SNOW*",
"9th style","HYPER EUROBEAT(2DX STYLE)","1110","UNYO",,"1672","XAN.L",,"1971","DOLCE.",
"9th style","I Was The One (80's EUROBEAT STYLE)","794","TART",,"1362","XAN.L",,"1452","TETSUO",
"9th style","Karma","1330","ATIA",,"1669","N!?",,"1834","*SNOW*",
"9th style","Let The Snow Paint Me -Y&Co. Remix-","845","IMOTO*",,"1283","GES8RO",,"1812","TANMEN",
"9th style","lights","712","TURTLE",,"1485","JOSYU*",,"1794","*SNOW*",
"9th style","LOVE SHINE","864","TURTLE",,"1835","RIN.T",,"2085","LAL-CE",
"9th style","lower world","1389","ATIA",,"1924","XAN.L",,"2264","DOLCE.",
"9th style","Make A Difference","886","TURTLE",,"1650","JASTY.",,"2255","*SNOW*",
"9th style","MARIA(I believe...)","748","TURTLE",,"1589","XAN.L",,"1953","TANMEN",
"9th style","moon_child","1058","TURTLE",,"2001","XAN.L",,"2537","DOLCE.",
"9th style","one or eight","1364","MASAKI",,"1921","UKI6RA",,"2279","DOLCE.",
"9th style","POWER DREAM","785","TURTLE",,"1620","XAN.L",,"1863","TANMEN",
"9th style","Prelude","882","TART",,"1401","NOVAK",,"2051","TERROR",
"9th style","quasar","1177","IMOTO*",,"1789","CARP*S",,"2309","DOLCE.",
"9th style","Quickening","950","ATIA",,"1740","SAJI",,"2116","TANMEN",
"9th style","Really Love","657","TART",,"978","RICK.",,"1734","YOZUCA",
"9th style","RISLIM -Remix-","806","TART",,"994","MASAKI",,"1887","TANMEN",
"9th style","rottel-the-Mercury","1004","TURTLE",,"1916","RICK.",,"2263","TANMEN",
"9th style","Silvia Drive","855","MASAKI",,"1560","MABERI",,"2070","TANMEN",
"9th style","SNOW","1068","TURTLE",,"1393","RICK.",,"2059","*SNOW*",
"9th style","STAR FIELD","702","TART",,"1606","IMOTO*",,"1887","TANMEN",
"9th style","Sweet Sweet Magic","1018","ATIA",,"1551","SHOP-E",,"2055","TANMEN",
"9th style","ライオン好き","658","TURTLE",,"1200","RICK.",,"1507","CARP*S",
"9th style","真夏の花・真夏の夢","839","UNYO",,"1196","N!?",,"1478","*SNOW*",
"9th style","昭和企業戦士荒山課長","796","KOTEI",,"1494","RB.AR8",,"1632","TANMEN",
"10th style","1st Samurai","1088","TURTLE",,"1982","XAN.L",,"2699","DOLCE.",
"10th style","ALIEN TEMPLE","1008","TURTLE",,"1666","IMOTO*",,"2035","DOLCE.",
"10th style","ASTRAL VOYAGE","1015","TURTLE",,"1440","JOSYU*",,"1927","GOLGO",
"10th style","BABY LOVE","1188","TURTLE",,"1706","STEEZ",,"2155","TANMEN",
"10th style","Back Into The Light","1199","TURTLE",,"1662","CARP*S",,"2164","FF3",
"10th style","Boundary","878","TURTLE",,"1845","XAN.L",,"2053","TANMEN",
"10th style","CARRY ON NIGHT (English version)","1017","TURTLE",,"1388","TOTORI",,"2059","TANMEN",
"10th style","Changes","1347","GES8RO",,"1964","TANMEN",,,,
"10th style","Daisuke","1222","ATIA",,"1691","RICK.",,"2400","DOLCE.",
"10th style","Debtty Daddy","1062","TURTLE",,"1985","*REI",,"2717","TANMEN",
"10th style","DoLL","955","IMOTO*",,"1248","RIN.T",,"1617","LAL-CE",
"10th style","Drop on the floor","848","TURTLE",,"1714","RICK.",,"1876","TANMEN",
"10th style","EXE","890","TURTLE",,"1647","CARP*S",,"2248","TANMEN",
"10th style","Feedback","1067","IMOTO*",,"1621","FULPOP",,"1955","TANMEN",
"10th style","FEEL IT","946","TURTLE",,"1757","RICK.",,"1997","RICK.",
"10th style","Freezing atmosphere","821","TART",,"1137","ARAD",,"1513","*SNOW*",
"10th style","GHOST REVIVAL","930","TURTLE",,"2048","HINATA",,"2586","TANMEN",
"10th style","GRADIUS -FULL SPEED-","763","TURTLE",,"1257","N!?",,"2114","DOLCE.",
"10th style","HI SCHOOL DREAM","938","TURTLE",,"1451","IMOTO*",,"1821","DOLCE.",
"10th style","HIGH","933","ATIA",,"1925","NOVAK",,"2167","*SNOW*",
"10th style","Innocent Walls","1652","GES8RO",,"2503","RICK.",,"2826","DOLCE.",
"10th style","LIMITED","666","GES8RO",,"1343","N!?",,"1504","DOLCE.",
"10th style","Love Is Eternity","1236","GES8RO",,"2001","N!?",,"2412","TANMEN",
"10th style","LOW","692","TART",,"1511","TOTORI",,"1738","TANMEN",
"10th style","Lucy","970","TURTLE",,"1789","RICK.",,"2316","PONI",
"10th style","Narcissus At Oasis","784","TART",,"1586","RICK.",,"1659","TANMEN",
"10th style","No.13","1695","VEGETA",,"2692","*REI",,"3174","TANMEN",
"10th style","One More Lovely","876","TURTLE",,"1642","RICK.",,"2823","DOLCE.",
"10th style","pandora","908","TURTLE",,"1685","CARP*S",,"1854","TANMEN",
"10th style","rainbow rainbow","1580","GES8RO",,"2255","HAGE",,"2720","K.F",
"10th style","Rise'n Beauty","1297","ATIA",,"1672","XAN.L",,"2174","TANMEN",
"10th style","SHOOTING STAR","1297","ATIA",,"1691","SAJI",,"2269","TANMEN",
"10th style","Smell Like This","1044","GES8RO",,"1362","GES8RO",,"1695","TANMEN",
"10th style","SPACE FIGHT","656","TART",,"1521","IMOTO*",,"2245","TANMEN",
"10th style","システムロマンス","915","IMOTO*",,"1782","RB.AR8",,"2038","TANMEN",
"10th style","雪月花","1257","VEGETA",,"1917","XAN.L",,"2526","DOLCE.",
"IIDX RED","AA","1278","IMOTO*",,"2753","EBIZOU",,"3610","TANMEN",
"IIDX RED","AGEHA","1069","TURTLE",,"1759","DEXURE",,"1889","TETSUO",
"IIDX RED","ANDROMEDA","1032","LARK.4",,"1935","CARP*S",,"2881","DOLCE.",
"IIDX RED","awakening","1098","TURTLE",,"1478","SHOP-E",,"1717","TANMEN",
"IIDX RED","Be quiet","1113","UNYO",,"1768","NOVAK",,"2214","TETSUO",
"IIDX RED","BLOCKS","830","LARK.4",,"1342","IMOTO*",,"1980","DOLCE.",
"IIDX RED","BREATH","935","ATIA",,"1318","MASAKI",,"1733","TAKA.S",
"IIDX RED","Click Again","921","TURTLE",,"1457","ARAD",,"2156","DOLCE.",
"IIDX RED","Close my Eyes for Me","1052","TURTLE",,"1472","ARAD",,"1845","UKI6RA",
"IIDX RED","D.A.N.C.E.!","595","TART",,"848","UNYO",,"1618","*SNOW*",
"IIDX RED","Don't be afraid myself","1125","TURTLE",,"1902","SHOP-E",,"2285","TANMEN",
"IIDX RED","earth scape","458","BECK69",,"1053","*JENA*",,"1278","LAL-CE",
"IIDX RED","FAKE TIME","1058","TURTLE",,"1767","K-CHA*",,"2379","TANMEN",
"IIDX RED","Fly Away To India","688","TART",,"1118","ARAD",,"1410","TETSUO",
"IIDX RED","GENOCIDE","1157","HAL-15",,"2127","*REI",,"2404","DOLCE.",
"IIDX RED","gigadelic","1522","TANMEN",,"2190","TANMEN",,"2555","TANMEN",
"IIDX RED","HORIZON","1091","MUFU-A",,"1563","RIN.T",,"1967","TANMEN",
"IIDX RED","INJECTION OF LOVE","686","TURTLE",,"1062","ARAD",,"1531","TANMEN",
"IIDX RED","KEY","1142","TURTLE",,"1878","N!?",,"2857","*SNOW*",
"IIDX RED","Les filles balancent","939","TURTLE",,"1250","N!?",,"1642","TETSUO",
"IIDX RED","NEBULA GRASPER","1378","MUFU-A",,"2039","*REI.",,"2468","DOLCE.",
"IIDX RED","Raspberry Heart(English version)","1060","GES8RO",,"1583","NOIK.S",,"1857","LAL-CE",
"IIDX RED","RED ZONE","1130","TURTLE",,"1921","SHOP-E",,"2338","YOZUCA",
"IIDX RED","RESONATE 1794","937","TURTLE",,"1472","XAN.L",,"1883","TANMEN",
"IIDX RED","Secret of Love","1101","TURTLE",,"1480","RICK.",,"2023","MEIAN.",
"IIDX RED","SPEEDY CAT","1137","TURTLE",,"1713","NOVAK",,"2047","TANMEN",
"IIDX RED","Sphere","1079","AYANE.",,"1963","MAJIN!",,"2197","TERROR",
"IIDX RED","spiral galaxy","1086","TURTLE",,"2094","TOTORI",,"2597","DOLCE.",
"IIDX RED","TEXTURE","584","TART",,"983","MABERI",,"1179","*SNOW*",
"IIDX RED","The Hope of Tomorrow","1069","GES8RO",,"1713","MAJIN!",,"1961","DOLCE.",
"IIDX RED","ULTiMΛTE","959","IMOTO*",,"1485","*SHO*",,"2004","TETSUO",
"IIDX RED","Wonder Bullfighter","972","TART",,"1463","TOTORI",,"2036","UKI6RA",
"IIDX RED","ピアノ協奏曲第1番”蠍火”","839","TURTLE",,"2156","*MIYU*",,"2671","DOLCE.",
"IIDX RED","大桟橋","490","TURTLE",,"1142","RICK.",,"1856","DOLCE.",
"IIDX RED","太陽 ～T･A･I･Y･O～","836","TART",,"1434","RICK.",,"1750","TERROR",
"HAPPY SKY","100% minimoo-G","945","TURTLE",,"1703","SAGAI",,"1774","*SNOW*",
"HAPPY SKY","Agnus Dei","925","TURTLE",,"1681","RICK.",,"2080","DOLCE.",
"HAPPY SKY","alla turca con passione","815","IMOTO*",,"1641","XAN.L",,"2189","TANMEN",
"HAPPY SKY","Aurora","1422","RIN.T",,"2161","TANMEN",,"2548","DOLCE.",
"HAPPY SKY","CaptivAte～浄化～","1075","LARK.4",,"1866","XAN.L",,"2467","TANMEN",
"HAPPY SKY","Catch Me","802","TART",,"1319","HINATA",,"1807","DO",
"HAPPY SKY","double thrash","1050","IMOTO*",,"2079","MAJIN!",,"2382","DOLCE.",
"HAPPY SKY","EDEN","1319","IMOTO*",,"1930","JASTY.",,"2719","TETSUO",
"HAPPY SKY","EMPTY OF THE SKY","668","TART",,"1049","SE2NA*",,"1683","LAL-CE",
"HAPPY SKY","First Resolution","841","ATIA",,"1611","UNYO",,"2148","HORI",
"HAPPY SKY","garden","880","TURTLE",,"1530","NEET",,"2175","TANMEN",
"HAPPY SKY","Get'em up to R.A.V.E","1197","LARK.4",,"1767","CARP*S",,"2287","TERROR",
"HAPPY SKY","GREEN EYES","1011","TURTLE",,"1631","NOVAK",,"2228","TERROR",
"HAPPY SKY","HAPPY☆ANGEL","1104","NEET",,"1555","NEET",,"2095","KENTAN",
"HAPPY SKY","I am","1107","IMOTO*",,"1748","RIN.T",,"2165","TANMEN",
"HAPPY SKY","in motion","859","LARK.4",,"1083","TOTORI",,"1316","RICK.",
"HAPPY SKY","INAZUMA","1118","LARK.4",,"1837","XAN.L",,"2713","TANMEN",
"HAPPY SKY","LESSON 5","1299","IMOTO*",,"1881","*REI",,"2506","TANMEN",
"HAPPY SKY","Little Little Princess","1112","TURTLE",,"2197","ZENO",,"2785","*SNOW*",
"HAPPY SKY","Love Magic","1024","TURTLE",,"1765","TOTORI",,"1954","HORI",
"HAPPY SKY","MOON RACE","868","TURTLE",,"1186","CARP*S",,"1896","K.F",
"HAPPY SKY","Pink Rose","594","LARK.4",,"971","SHALON",,"1413","LAL-CE",
"HAPPY SKY","PLASMA","958","TURTLE",,"1680","CARP*S",,"2282","TANMEN",
"HAPPY SKY","Pollinosis","806","TART",,"1170","IMOTO*",,"2525","TANMEN",
"HAPPY SKY","POODLE","981","TURTLE",,"1896","FULPOP",,"2300","FF3",
"HAPPY SKY","rage against usual","1370","GES8RO",,"2080","ZENO",,"2973","DOLCE.",
"HAPPY SKY","SCREAM SQUAD","1208","VEGETA",,"1669","2KO2KO",,"2072","DOLCE.",
"HAPPY SKY","Scripted Connection⇒ A mix","1704","106.",,"2277","XAN.L",,"3121","DOLCE.",
"HAPPY SKY","Scripted Connection⇒ H mix","1729","HINATA",,"2084","XAN.L",,"2519","DOLCE.",
"HAPPY SKY","Scripted Connection⇒ N mix","1334","GES8RO",,"1694","XAN.L",,"2125","DOLCE.",
"HAPPY SKY","SigSig","1093","TURTLE",,"1706","10JOIN",,"2599","TANMEN",
"HAPPY SKY","SPARK!","706","TURTLE",,"1330","GES8RO",,"1611","*SNOW*",
"HAPPY SKY","Tizona d'El Cid","983","TURTLE",,"1962","SHOP-E",,"2337","TERROR",
"HAPPY SKY","Twelfth Style","1246","ATIA",,"1540","NOVAK",,"2043","TETSUO",
"HAPPY SKY","Under the Sky","915","LARK.4",,"1415","CARP*S",,"1742","TANMEN",
"HAPPY SKY","vault of heaven","802","TART",,"1448","MAJIN!",,"2003","TERROR",
"HAPPY SKY","Votum stellarum","822","TURTLE",,"1688","JOSYU*",,"2006","TANMEN",
"HAPPY SKY","We are disっ娘よっつ打ち命","672","TART",,"979","MITUBA",,"1667","TERROR",
"HAPPY SKY","Xepher","1136","AYANE.",,"2218","JDR-OK",,"3006","LAL-CE",
"HAPPY SKY","オレはビートマニア！お前は何マニア？","819","*JENA*",,"1492","FULPOP",,"1724","UKI6RA",
"HAPPY SKY","キャッシュレスは愛情消すティッシュ","814","TURTLE",,"1364","DEXURE",,"2143","TANMEN",
"HAPPY SKY","ヒマワリ","570","TURTLE",,"1875","XAN.L",,"2069","TANMEN",
"HAPPY SKY","ラクエン","730","TART",,"960","TART",,"1981","DOLCE.",
"HAPPY SKY","冥","1094","TURTLE",,"2170","K.F",,"3796","DOLCE.",
"HAPPY SKY","合体せよ！ストロングイェーガー！！ (Ryu☆ remix)","1124","GES8RO",,"1592","IMOTO*",,"1930","DOLCE.",
"HAPPY SKY","月光","909","GES8RO",,"1785","CARP*S",,"2466","TANMEN",
"DistorteD","ALFARSHEAR 双神威に廻る夢","1095","GES8RO",,"1668","IMOTO*",,"2085","TETSUO",
