バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,最終プレー日時
HAPPY SKY,Votum stellarum,ANTHEM TRANCE,iconoclasm,0,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
HAPPY SKY,Pink Rose,HEART,Kiyommy+Seiya,1,3,0,0,0,-1,NO PLAY,5,0,0,0,-1,NO PLAY,8,1371,668,35,2,FULLCOMBO CLEAR,2016-09-30 11:44
HAPPY SKY,Scripted Connection⇒ N mix,TECHNO,DJ MURASAME,0,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,Scripted Connection⇒ H mix,TECHNO,DJ MURASAME,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
HAPPY SKY,Scripted Connection⇒ A mix,TECHNO,DJ MURASAME,1,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,2887,1343,201,21,HARD CLEAR,2016-09-10 13:01
DistorteD,華蝶風雪,ASIAN MIXTURE,白虎,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DistorteD,タシカナモノ,POPROCK,星野奏子 with the BAND,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DistorteD,The Dirty of Loudness,SADISTIC HARDCORE,Tatsh Assault X,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DistorteD,D.C.fish,TECHNO,DJ MURASAME,1,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,11,2244,1073,98,3,HARD CLEAR,2016-10-23 17:49
DistorteD,嘆きの樹,CONTEMPORARY,金獅子,1,8,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,12,3599,1686,227,54,CLEAR,2016-08-27 11:51
DistorteD,Melody Life,NEW ACOUSTIC,Noria,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,Bloody Tears(IIDX EDITION),HARD RENAISSANCE,DJ YOSHITAKA,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,CONTRACT,SUBLIME TECHNO,朱雀,0,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DistorteD,INFERNO,BRAZILIAN HOUSE,Caldeira feat.星野奏子,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,Leaving...,SYMPHONIC EURO,SEIYA MURAI meets “eimy”,1,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,2112,1004,104,6,HARD CLEAR,2016-07-08 07:52
DistorteD,ALFARSHEAR 双神威に廻る夢,HYPER J-POP SEVEN,ＴЁЯＲＡ,1,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,10,1999,954,91,8,FULLCOMBO CLEAR,2016-07-08 08:01
DistorteD,Why did you go away,LOVERS EUROBEAT,jun with TAHIRIH,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,Apocalypse ～dirge of swans～,ORATORIO,Zektbach,2,5,0,0,0,-1,EASY CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,10,2305,1102,101,7,FULLCOMBO CLEAR,2016-09-03 10:36
DistorteD,Heavenly Sun (IIDX VERSION),TRANCE,AKIRA YAMAOKA,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,with you…,FUNK'N JAZZ HOUSE,Sota Fujimori,1,4,0,0,0,-1,EASY CLEAR,6,0,0,0,-1,FULLCOMBO CLEAR,9,1690,804,82,3,FULLCOMBO CLEAR,2016-08-17 11:12
DistorteD,This is Love,CORE POP,D-crew feat.MAKOTO,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,罠,DRUM'N'ROCK,good-cool,0,2,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DistorteD,Ganymede,ESOTERIC SLOWCORE,玄武,1,6,0,0,0,-1,EASY CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,11,2052,925,202,22,HARD CLEAR,2015-12-30 17:50
DistorteD,BALLAD THE FEATHERS,CELTIC REEL,S.S.D.FANTASICA feat.Naomi Koizumi,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,FULLCOMBO CLEAR,8,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,Sun Field,HAPPY POP,mh sequence,0,3,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,BOOM BOOM DISCO NIGHT,EUROBEAT,Y&Co.,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DistorteD,Power of Love,2 STEP,kors k feat.PSY,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,So Fabulous !!,BUCHIAGE TRANCE,HHH (Ryu☆ & Dai),0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,waxing and wanding,DANCE SPEED,青龍,2,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,11,2806,1356,94,4,HARD CLEAR,2016-10-11 17:12
DistorteD,Harmony and Lovely,PROGRESSIVE HOUSE,Ryu☆,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,MINT,ELECTRONICA,SLAKE,1,6,0,0,0,-1,EASY CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,11,2188,1040,108,7,FULLCOMBO CLEAR,2016-10-08 18:38
DistorteD,EURO-ROMANCE,80's TECHNO,K-MASERA,1,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,10,2031,982,67,5,FULLCOMBO CLEAR,2016-04-29 14:18
DistorteD,TYPE MARS(G-Style Mix),PSYCHEDELIC TRANCE,L.E.D.,1,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,11,2308,1094,120,11,HARD CLEAR,2016-09-24 11:42
DistorteD,Crazy K.I.N.O.,MIXTURE,Shoichiro Hirata,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,Broadbanded,TRANCE,SADA,0,4,0,0,0,-1,CLEAR,8,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DistorteD,Double Loving Heart,J-POP,Tatsh feat. Junko Hirata & Sayaka Minami,0,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,Zenius -I- vanisher,CYBER OPUS,Tatsh,1,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,10,2301,1096,109,2,FULLCOMBO CLEAR,2016-07-08 07:37
DistorteD,WISH(EUROBEAT MIX),EUROBEAT,DJ YOSHITAKA feat.杉村ことみ,0,5,0,0,0,-1,FULLCOMBO CLEAR,8,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,tripping contact(teranoid&MC Natsack Remix),GABBA,kors k vs teranoid,0,6,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DistorteD,MOON,哀愁ユーロ,dj TAKA feat.Erika Mochizuki,1,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,10,2120,1004,112,4,FULLCOMBO CLEAR,2016-08-27 13:31
DistorteD,虹色,LOVELY TRANS POP,DJ YOSHITAKA feat. G.S.C license,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DistorteD,Concertino in Blue,PROGRESSIVE,佐々木博史,1,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,2205,920,365,17,HARD CLEAR,2016-09-03 12:19
DistorteD,カゴノトリ～弐式～,和式電子音楽,橙色特別室,1,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,12,2547,1233,81,5,HARD CLEAR,2016-09-24 12:07
GOLD,リグレット,EURO TRANCE,星野奏子,0,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,INORI,MILLENNIUM TRANCE,dj TAKA feat.HAL,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,PHOTONGENIC,DRUM & BASS,L.E.D. fw.堀澤麻衣子,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,TRANOID,PSG WORKS,T&S seq. factory,0,5,0,0,0,-1,EASY CLEAR,10,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,Candy Galy,HAPPY,Risk Junk-G,1,7,0,0,0,-1,CLEAR,10,0,0,0,-1,NO PLAY,12,3362,1587,188,11,HARD CLEAR,2016-09-10 12:22
GOLD,never…,DANCE POP,Kanako Hoshino with dj TAKA,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,GOLD RUSH,RECKLESS RAVE,DJ YOSHITAKA-G feat.Michael a la mode,0,7,0,0,0,-1,EASY CLEAR,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,CaptivAte～誓い～,NOSTALISH REQUIEM,A/I,0,6,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,VANESSA,DECEPTIVE GABBA,朱雀,1,8,0,0,0,-1,EASY CLEAR,11,0,0,0,-1,HARD CLEAR,12,2201,1002,197,23,HARD CLEAR,2016-08-27 13:58
GOLD,星をこの手に,J-POP,DJ YOSHITAKA feat.星野奏子,0,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,零 - ZERO -,HYPER J-POP ZERO,ＴЁЯＲＡ,0,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,Blind Justice ～Torn souls， Hurt Faiths ～,EPIC POETRY,Zektbach,0,6,0,0,0,-1,EASY CLEAR,8,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,Air Bell,FLOW POP,D-crew,0,5,0,0,0,-1,EASY CLEAR,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,ヨシダさん,TECHNO,AKIRA YAMAOKA,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,ANDROMEDA II,PSYCHEDELIC SYNTH TRANCE,Sota Fujimori,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,Cyber Force,CYBORG TRANCE,Sota Fujimori feat.cyborg AKEMI,1,5,0,0,0,-1,EASY CLEAR,9,0,0,0,-1,NO PLAY,10,2275,1081,113,6,FULLCOMBO CLEAR,2016-06-18 09:40
GOLD,smile,ELE POP,miru_maki.gjw,2,7,0,0,0,-1,EASY CLEAR,9,0,0,0,-1,HARD CLEAR,11,2761,1302,157,2,FULLCOMBO CLEAR,2016-09-18 12:07
GOLD,LASER CRUSTER,NU-SKOOL BREAKS,L.E.D.,4,7,74,28,18,-1,EASY CLEAR,11,0,0,0,-1,HARD CLEAR,12,2829,1262,305,37,HARD CLEAR,2016-07-08 07:11
GOLD,花吹雪 ～ IIDX LIMITED ～,JAPANESE ALTERATION,S.S.D.FANTASICA feat.ユッコ,0,4,0,0,0,-1,EASY CLEAR,6,0,0,0,-1,EASY CLEAR,8,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,電人、暁に斃れる。,NU-NRG,L.E.D.-G,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,FIRE FIRE,BUCHIAGE TRANCE,StripE,0,7,0,0,0,-1,EASY CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,the shadow,SCHRANZ,kors k,1,6,0,0,0,-1,EASY CLEAR,9,0,0,0,-1,FAILED,11,2731,1272,187,10,FULLCOMBO CLEAR,2016-09-10 10:40
GOLD,Second Heaven,HANDZ UP,Ryu☆,1,5,0,0,0,-1,EASY CLEAR,8,0,0,0,-1,EASY CLEAR,11,2048,979,90,1,FULLCOMBO CLEAR,2016-08-27 13:56
GOLD,Sense 2007,RAVE,good-cool,0,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,Make Me Your Own,HOUSE,good-cool ft. Raj Ramayya,1,5,0,0,0,-1,EASY CLEAR,9,0,0,0,-1,HARD CLEAR,10,1917,855,207,12,FULLCOMBO CLEAR,2016-04-30 12:33
GOLD,heaven above,FILTER HOUSE,kors k,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,With your Smile,J-HOUSE,Shoichiro Hirata plus Junko Hirata,0,4,0,0,0,-1,EASY CLEAR,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,Roulette,EUROBEAT,Y&Co.,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,EASY CLEAR,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,X-rated,RETRO RAVE,SADA,2,4,0,0,0,-1,EASY CLEAR,8,0,0,0,-1,EASY CLEAR,10,2024,971,82,3,FULLCOMBO CLEAR,2016-10-22 14:25
GOLD,KAMAITACHI,FREEFORM HARDCORE,DJ TECHNORCH fw. GUHROOVY,0,6,0,0,0,-1,EASY CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,METALLIC MIND,OLDSKOOL HARDCORE RAVE,DJ TECHNORCH fw. GUHROOVY,0,4,0,0,0,-1,EASY CLEAR,8,0,0,0,-1,EASY CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,CaptivAte～裁き～,NOSTALISH REQUIEM,DJ YOSHITAKA feat.A/I,0,6,0,0,0,-1,EASY CLEAR,8,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,High School Love,HIGH SPEED LOVE SONG,DJ YOSHITAKA feat.DWP,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,The Smile of You,POP,猫叉Master feat.JESSY,0,4,0,0,0,-1,EASY CLEAR,7,0,0,0,-1,FULLCOMBO CLEAR,8,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,Fascination MAXX,SuperNOVA BEAT,100-200-400,0,9,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,CLEAR,12,0,0,0,-1,CLEAR,2015-11-28 17:30
GOLD,snow storm,TRANCE,dj TAKA,1,4,0,0,0,-1,EASY CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,10,2653,1259,135,6,FULLCOMBO CLEAR,2016-08-17 11:15
GOLD,four-leaf,ROCK,Sis Bond Chit,0,4,0,0,0,-1,CLEAR,6,0,0,0,-1,FULLCOMBO CLEAR,8,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
GOLD,クルクル☆ラブ～Opioid Peptide MIX～,FUTURE POP,イオンチャンネル,0,5,0,0,0,-1,FULLCOMBO CLEAR,8,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
GOLD,Watch out!!,HIP HOP,MAD Sequence*,0,4,0,0,0,-1,HARD CLEAR,6,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,CLEAR,2015-11-28 17:30
DJ TROOPERS,Anisakis -somatic mutation type"Forza"-,HARD RENAISSANCE,朱雀,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,MENDES,IRREGULAR HI-BREAK,Humanoid,8,6,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,12,3248,1486,276,21,CLEAR,2016-10-15 14:20
DJ TROOPERS,Darling my LUV,J-R&B,DJ Yoshitaka feat.B-Agents,1,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,8,1329,636,57,1,FULLCOMBO CLEAR,2016-10-22 14:28
DJ TROOPERS,Blue Rain,TRANCE,dj TAKA VS Ryu☆,1,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,2160,1024,112,5,HARD CLEAR,2016-09-10 10:37
DJ TROOPERS,four pieces of heaven,JUNGLE,Lion,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,走馬灯 -The Last Song-,SOLDIER'S BALLAD,TAKA,0,3,0,0,0,-1,NO PLAY,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DJ TROOPERS,THE DEEP STRIKER,NU STYLE GABBA,L.E.D.-G,1,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,2770,1272,226,31,HARD CLEAR,2016-10-01 13:31
DJ TROOPERS,STEEL NEEDLE,BREAK CORE,Scorpion,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,SOUND OF GIALLARHORN,FREEFORM HARDCORE,L.E.D.-G,2,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,3129,1470,189,1,HARD CLEAR,2016-10-11 16:19
DJ TROOPERS,REMINISCENCE,TRI EURO FANTASIA,jun with Alison,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,PROMISE FOR LIFE,BALLAD,ＴЁЯＲＡ WORKS,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,高高度降下低高度開傘,SYMPHONIC TECHNO,Dr. Honda,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,oratio,HYMNUS,蓑舞衆,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,Ristaccia,OUVERTURE,Zektbach,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,TROOPERS,ULTIMATE CORE,Des-TRACT,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,SHIFT,TECHNO,AKIRA YAMAOKA,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,beatonic nation,TECH-TRONIKA,Sota Fujimori,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,end of world,FRENZY HOUSE,猫叉Master+,2,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,2399,1145,109,12,FULLCOMBO CLEAR,2016-08-27 13:19
DJ TROOPERS,evergreen,PROG,kors k,1,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,1792,819,154,6,FULLCOMBO CLEAR,2016-10-08 16:00
DJ TROOPERS,ICARUS,NU-SKOOL BREAKBEATS HARDCORE,Eagle,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,Dazzlin' Darlin,HANDZ UP,HHH,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DJ TROOPERS,Do it!! Do it!!,N-BEATS,Kraken,0,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,Time to Air,DANCE SPEED,青龍,1,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,2775,1336,103,8,HARD CLEAR,2016-09-24 11:48
DJ TROOPERS,avant-guerre,CLASSICAL PIANO SOLO,Osamu Kubota,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DJ TROOPERS,Digitank System,TECH-BREAKBEATS,DJ Mass MAD Izm*,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,エコ爺,80's EURO,Y&Co.,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DJ TROOPERS,2 tribe 4 K,TRIBAL,Remo-con,4,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,11,2680,1291,98,7,HARD CLEAR,2016-10-15 13:35
DJ TROOPERS,MENTAL MELTDOWN,HARD HOP,GUHROOVY fw.TECHNORCH,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,the trigger of innocence,ETHNOTRONICA,Seiya Murai,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,少年A,POST RENAISSANCE,Remixed by 少年ラジオ,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,CLEAR,12,0,0,0,-1,NO PLAY,2015-11-28 17:30
DJ TROOPERS,scar in the earth,WORLD/ELECTRONICA,猫叉Master,0,3,0,0,0,-1,NO PLAY,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DJ TROOPERS,Be OK,EUROBEAT,good-cool ft. Florence,1,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,2300,1097,106,5,FULLCOMBO CLEAR,2016-04-29 15:43
DJ TROOPERS,Kick Out 仮面,E-DANCE POP,上野圭市(aka. Babyweapon，DJ SWAMI)feat.星野奏子,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DJ TROOPERS,satfinal,RAVE,RAM,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DJ TROOPERS,Wanna Party?,PIANO HOUSE,RAM,1,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,8,1473,712,49,2,FULLCOMBO CLEAR,2016-09-18 10:20
DJ TROOPERS,Freeway Shuffle,TRANCE,dj TAKA,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
DJ TROOPERS,PARANOiA ～HADES～,SUPERNOVA2 BEAT #1,αTYPE-300,0,7,0,0,0,-1,NO PLAY,11,0,0,0,-1,NO PLAY,12,0,0,0,-1,FAILED,2015-11-28 17:30
DJ TROOPERS,華爛漫 -Flowers-,HYPER JAPANESQUE 2,ＴЁЯＲＡ,0,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DJ TROOPERS,switch,ULTIMATE J-POP,DAISUKE ASAKURA ex.ＴЁЯＲＡ,1,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,1924,896,132,9,HARD CLEAR,2016-10-08 16:20
DJ TROOPERS,ミラージュ・レジデンス,FUSION,Jimmy Weckl,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DJ TROOPERS,LOVELY STORM,HAPPY HARDCORE,L.E.D.-G,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,2015-11-28 17:30
DJ TROOPERS,satellite020712 from "CODED ARMS",HARD HOUSE,猫叉Master,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-28 17:30
