バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,最終プレー日時
1st&substream,22DUNK,TECHNO,SLAKE,0,3,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,5,0,0,0,---,FULLCOMBO CLEAR,---,2016-10-28 10:16
1st&substream,5.1.1.,PIANO AMBIENT,dj nagureo,0,1,0,0,0,---,NO PLAY,---,6,0,0,0,---,HARD CLEAR,---,10,0,0,0,---,FULLCOMBO CLEAR,---,2016-10-28 10:16
1st&substream,BRILLIANT 2U,EURO GROOVE,NAOKI,0,3,0,0,0,---,NO PLAY,---,4,0,0,0,---,FULLCOMBO CLEAR,---,4,0,0,0,---,FULLCOMBO CLEAR,---,2016-10-28 10:16
1st&substream,deep in you,DANCE POP,dj nagureo,0,3,0,0,0,---,NO PLAY,---,3,0,0,0,---,HARD CLEAR,---,5,0,0,0,---,FULLCOMBO CLEAR,---,2016-10-28 10:16
1st&substream,Dr.LOVE,DANCE POP,baby weapon feat.Asuka.M,0,2,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,3,0,0,0,---,FULLCOMBO CLEAR,---,2016-10-28 10:16
1st&substream,GAMBOL,BIG BEAT,SLAKE,0,1,0,0,0,---,FULLCOMBO CLEAR,---,1,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2016-10-28 10:16
1st&substream,GENOM SCREAMS,TRANCE,L.E.D. LIGHT,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,2016-10-28 10:16
1st&substream,GRADIUSIC CYBER,DIGI-ROCK,TAKA,0,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,2016-10-28 10:16
1st&substream,KEEP ON MOVIN',DANCE POP,N.M.R.,0,1,0,0,0,---,NO PLAY,---,3,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2016-10-28 10:16
1st&substream,Macho Gang,TRIBAL HOUSE,ANAL SPYDER,0,2,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,2016-10-28 10:16
1st&substream,R3,RAVE,tiger YAMATO,0,4,0,0,0,---,EASY CLEAR,---,5,0,0,0,---,FULLCOMBO CLEAR,---,6,0,0,0,---,HARD CLEAR,---,2016-10-28 10:16
1st&substream,RUGGED ASH,FUTURE JAZZ,SYMPHONIC DEFOGGERS,0,2,0,0,0,---,FULLCOMBO CLEAR,---,3,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,FULLCOMBO CLEAR,---,2016-10-28 10:16
1st&substream,THE EARTH LIGHT,TRANCE,L.E.D. LIGHT,0,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,HARD CLEAR,---,8,0,0,0,---,HARD CLEAR,---,2016-10-28 10:16
2nd style,.59,CHILL OUT,dj TAKA,0,4,0,0,0,---,HARD CLEAR,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,2016-10-28 10:16
