"version","title","normalScore","normalDJName","normalPrefecture","hyperScore","hyperDJName","hyperPrefecture","anotherScore","anotherDJName","anotherPrefecture"
"1st&substream","22DUNK","511","TART",,"632","HELL",,"640","FINE*",
"1st&substream","5.1.1.","195","T.I",,"986","HELL",,"1510","FINE*",
"1st&substream","Dr.LOVE","403","TART",,"510","HELL",,"564","HELL",
"1st&substream","GAMBOL","271","TART",,"233","OK!",,,,
"1st&substream","GRADIUSIC CYBER","847","TART",,"972","HELL",,"1166","FINE*",
"1st&substream","LUV TO ME(disco mix)","860","15PAFE",,"894","HELL",,"955","FINE*",
"1st&substream","Melt in my arms","398","TART",,"458","HELL",,"495","JAI&CO",
"1st&substream","Prince on a star","643","TE2YA*",,"833","HELL",,"967","FINE*",
"1st&substream","R3","641","TART",,"718","HELL",,"878","ZC",
"1st&substream","BRILLIANT 2U","528","TART",,"648","HELL",,"714","FINE*",
"1st&substream","GENOM SCREAMS","414","HELL",,"810","HELL",,"1045","FINE*",
"1st&substream","gentle stress","453","TAM",,"679","HELL",,,,
"1st&substream","Macho Gang","371","FINE*",,"1049","HELL",,"1573","FINE*",
"1st&substream","THE EARTH LIGHT","770","TART",,"1028","HELL",,"1119","FINE*",
"2nd style",".59","695","UNYO",,"988","HELL",,"1129","FINE*",
"2nd style","Bad boy","482","AKANE",,"636","HELL",,,,
"2nd style","Dancin' Into The Night","423","TAM",,"461","HELL",,,,
"2nd style","Digital MinD","718","TART",,"1036","HELL",,"1092","FINE*",
"2nd style","Electro Tuned","761","HELL",,"930","HELL",,"1032","FINE*",
"2nd style","Hitch Hiker","643","HELL",,"807","HELL",,"916","FINE*",
"2nd style","I Was The One","526","TART",,"634","HELL",,"684","FINE*",
"2nd style","I'm In Love Again","712","TART",,"836","FINE*",,,,
"2nd style","Indigo Vision","860","TART",,"1103","HELL",,"1177","FINE*",
"2nd style","Second Style","630","HELL",,"767","HELL",,,,
"2nd style","Shine On","634","TART",,"880","HELL",,"922","HELL",
"2nd style","SP-TRIP MACHINE","493","TART",,"614","HELL",,"633","*$ERA*",
"3rd style","CAN'T STOP FALLIN'IN LOVE","605","HELL",,"1216","HELL",,,,
"3rd style","Cold Pulse","654","TART",,"885","HELL",,"901","FINE*",
"3rd style","Don't Stop!","761","TART",,"842","HELL",,"886","FINE*",
"3rd style","DYNAMITE RAVE","668","HELL",,"1164","HELL",,"1201","FINE*",
"3rd style","END OF THE CENTURY","899","*ARIA*",,"1340","UNYO",,"1394","FINE*",
"3rd style","era(nostal mix)","834","ASKA",,"1063","PIGFLY",,"1470","ZC",
"3rd style","Holic","765","-DDN-",,"1189","AMI5",,"1644","FINE*",
"3rd style","LEADING CYBER","828","TART",,"1176","HELL",,"1235","FINE*",
"3rd style","Presto","526","TART",,"965","WWWWWW",,"979","FINE*",
"3rd style","R5","757","TART",,"1144","HELL",,"1720","FINE*",
"3rd style","REINCARNATION","820","AMI5",,"1013","HELL",,"1234","FINE*",
"3rd style","Schlagwerk","793","TART",,"1269","SEIYA",,"1634","FINE*",
"3rd style","Skyscraper","720","TART",,"1172","HELL",,"1208","FINE*",
"3rd style","Tangerine Stream","273","TART",,"387","HELL",,,,
"3rd style","The SAFARI","1179","UNYO",,"1694","FINE*",,,,
"4th style","250bpm","675","AKANE",,"987","HELL",,"1357","FINE*",
"4th style","ABSOLUTE","1289","TART",,"1773","FINE*",,,,
"4th style","B4U","1018","15PAFE",,"1527","GRA-F",,"1928","DO",
"4th style","Broken My Heart","906","UNYO",,"1441","WWWWWW",,"1756","DO",
"4th style","CHECKING YOU OUT","620","MIND-S",,"846","WAIL",,"1255","DO",
"4th style","Clione","518","INOP",,"936","HELL",,,,
"4th style","DIAMOND JEALOUSY","660","TART",,"1071","HELL",,,,
"4th style","DXY!","1234","HIBI",,"1821","GRA-F",,"2149","EBIFLY",
"4th style","empathy","809","TART",,"1328","HELL",,"1411","ZC",
"4th style","era(step mix)","1068","TART",,"1387","HELL",,"1631","DELRAY",
"4th style","Final Count Down (MTO CRY BABY STYLE)","797","TART",,"1492","HELL",,"1600","*$ERA*",
"4th style","GET ON BEAT(WILD STYLE)","1343","SADIST",,"1704","HELL",,"2027","FINE*",
"4th style","HIGHER","528","TART",,"911","SEIYA",,"1243","FINE*",
"4th style","Hitch Hiker2","807","HELL",,"1173","HELL",,"1292","FINE*",
"4th style","I'M FOR REAL","518","AMI5",,"606","HELL",,"708","ZC",
"4th style","KAMIKAZE","984","TART",,"1441","HELL",,"2226","FINE*",
"4th style","LOVE WILL...","548","TART",,"741","SEIYA",,"1423","FINE*",
"4th style","LUV TO ME(UCCHIE'S EDITION)","850","TART",,"1176","AMI5",,"1615","FINE*",
"4th style","minimalian","527","TART",,"1067","HELL",,"1355","FINE*",
"4th style","Mr.T(take me higher)","837","TART",,"990","HELL",,"1709","FINE*",
"4th style","NORTH","593","TART",,"904","ZC",,,,
"4th style","Nothing Ain't Stoppin' Us","385","AMI5",,"509","AMI5",,,,
"4th style","starmine","876","AMI5",,"1379","HELL",,"1540","FINE*",
"4th style","SWEET LAB","535","TART",,"635","HELL",,"724","FINE*",
"4th style","ULTRA HIGH-HEELS","736","*ARIA*",,"893","MAXI",,"970","*$ERA*",
"4th style","Vienna","606","TART",,"817","ZC",,,,
"4th style","Voltage","899","TART",,"1181","HELL",,"1278","FINE*",
"5th style","Abyss","1227","*ARIA*",,"1580","HELL",,"1812","HELL",
"5th style","Give Me A Sign","843","HELL",,"1226","HELL",,"1661","DELRAY",
"5th style","in my eyes","932","TART",,"1420","HELL",,"1534","FINE*",
"5th style","Kiss me all night long","905","SAKAKI",,"1194","HIRO-T",,"1438","FINE*",
"5th style","LOVE AGAIN TONIGHT","749","TART",,"979","HELL",,"1101","HELL",
"5th style","Mobo☆Moga","705","TART",,"996","HELL",,"1146","FINE*",
"5th style","outer wall","904","TART",,"1314","DEXARO",,"1702","FINE*",
"5th style","OVER THE CLOUDS","567","1016.",,"1115","HELL",,"1474","FINE*",
"5th style","QQQ","1193","TART",,"1821","GRA-F",,"2082","FINE*",
"5th style","Radical Faith","1142","TART",,"1450","SEIYA",,"1265","*$ERA*",
"5th style","Real","1091","TART",,"1643","GRA-F",,"1753","FINE*",
"5th style","Regulus","1047","HELL",,"1474","96SEJN",,"1652","FINE*",
"5th style","Remember You","362","TART",,"798","SLARIN",,,,
"5th style","RIDE ON THE LIGHT (HI GREAT MIX)","871","SAKAKI",,"1049","HELL",,"1668","FINE*",
"5th style","RISLIM","891","TART",,"1192","HELL",,,,
"5th style","sometime","757","TART",,"1032","HELL",,"1288","*$ERA*",
"5th style","Spin the disc","784","AKANE",,"1256","HELL",,"1294","FINE*",
"5th style","STILL IN MY HEART","1002","AMI5",,"1334","HELL",,"1864","1048",
"5th style","still my words","899","HELL",,"1199","*$ERA*",,,,
"5th style","sync","1051","ATIA",,"1867","GRA-F",,"2281","FINE*",
"5th style","tablets","732","TART",,"1057","HELL",,"1538","EZAFLY",
"5th style","THE CUBE","722","TE2YA*",,"1240","HELL",,"1314","32KI",
"5th style","V","1249","96SEJN",,"2449","FINE*",,"2877","FINE*",
"6th style","19,November","1072","TART",,"1403","UNIX*P",,"1732","FINE*",
"6th style","電人イェーガーのテーマ(Theme of DENJIN J)","1069","TART",,"1520","HALF",,,,
"6th style","Blueberry Stream","816","AMI5",,"1438","*$ERA*",,"1585","FINE*",
"6th style","Buffalo","973","TE2YA*",,"1400","SAVAN7",,"1725","FINE*",
"6th style","Colors(radio edit)","1419","SAKAKI",,"1908","SEIYA",,"2292","FINE*",
"6th style","Comment te dire adieu","754","TART",,"933","HELL",,"1201","ZC",
"6th style","DIVE -INTO YOUR HEART-","1253","UNYO",,"1785","GRA-F",,"2013","FINE*",
"6th style","Five Regrets","538","TART",,"1104","FINE*",,,,
"6th style","fly through the night","879","HELL",,"1317","SEIYA",,"1646","FINE*",
"6th style","Free Style","897","UNYO",,"1074","NUL&PO",,"1272","FINE*",
"6th style","Frozen Ray(original mix)","1273","RESMIT",,"1684","HELL",,"1755","FINE*",
"6th style","G2","1407","SAHARA",,"1765","HELL",,"2224","ZC",
"6th style","L'amour et la liberte'","998","AMI5",,"1552","ZC",,,,
"6th style","Linus","940","TART",,"1515","HELL",,"2105","FINE*",
"6th style","NEMESIS","985","TART",,"1568","GRA-F",,"1824","FINE*",
"6th style","rottel-da-sun","791","SAKAKI",,"1315","GRA-F",,"1805","FINE*",
"6th style","Summer Vacation","1246","TOMFLY",,"1777","DO",,,,
"6th style","Take It Easy","1432","SAKAKI",,"2315","GRA-F",,"2423","FINE*",
"6th style","VJ ARMY","1253","TART",,"1661","GRA-F",,"1835","DO",
"6th style","Y31","1250","UNYO",,"1507","GRA-F",,"1845","FINE*",
"6th style","こっちを向いてよ","836","D.H",,"1258","HELL",,"1336","FINE*",
"7th style","2002","820","TART",,"1243","SEIYA",,"1429","FINE*",
"7th style","A","1244","SAKAKI",,"2068","GRA-F",,"2357","EBIFLY",
"7th style","Burning Heat!","701","HELL",,"936","HELL",,"1429","FINE*",
"7th style","Cheer Train","895","UNYO",,"1183","HELL",,"1673","FINE*",
"7th style","D2R","930","TART",,"1281","SEIYA",,"1579","DO",
"7th style","DESTINY","1044","FERADA",,"1349","SEIYA",,"1791","HELL",
"7th style","foreplay","678","TART",,"1173","SEIYA",,"1291","FINE*",
"7th style","Glorious Days","495","TART",,"776","MIND-S",,"860","FINE*",
"7th style","Gravity","1191","AMI5",,"1564","FINE*",,,,
"7th style","Happy Wedding","1170","UNYO",,"1621","HELL",,"1786","DO",
"7th style","i feel...","880","UNYO",,"1083","HELL",,"1218","FINE*",
"7th style","Last Message","993","TART",,"1294","SEIYA",,"1560","DO",
"7th style","Let the Snow Paint Me","834","TART",,"1046","SEIYA",,"1220","FINE*",
"7th style","Love Me Do","1096","TART",,"1653","GRA-F",,"2035","FINE*",
"7th style","Marmalade Reverie","845","TART",,"972","SLARIN",,"1235","HELL",
"7th style","MAX 300","1069","SAKAKI",,"1827","ZC",,,,
"7th style","Secret Tale","774","SAKAKI",,"1105","HELL",,"1458","FINE*",
"7th style","Spica","638","TART",,"1434","SEIYA",,"2118","FINE*",
"7th style","Spooky","1078","TART",,"1363","SEIYA",,"1590","FINE*",
"7th style","stoic","1652","AKANE",,"2321","GRA-F",,"2425","FINE*",
"7th style","Tomorrow Perfume","1269","TE2YA*",,"1862","*$ERA*",,"2058","FINE*",
"7th style","traces","1476","ASANO*",,"1865","GRA-F",,"2065","HELL",
"7th style","ZERO-ONE","1063","TE2YA*",,"1663","HELL",,"2136","FINE*",
"7th style","革命","745","TART",,"1889","SEIYA",,"2250","FINE*",
"8th style","abstract","1239","SAKAKI",,"1570","HELL",,"1824","FINE*",
"8th style","airflow","568","AMI5",,"769","SEIYA",,"1401","FINE*",
"8th style","ALIEN WORLD","910","TART",,"1131","HELL",,"1402","FINE*",
"8th style","蒼い衝動","906","REI.",,"1338","SEIYA",,"1553","FINE*",
"8th style","Attitude","1014","UNYO",,"1383","9MAP",,"1707","*$ERA*",
"8th style","bit mania","894","HELL",,"1251","HELL",,"1821","FINE*",
"8th style","Blame","1167","UNYO",,"1518","HELL",,"1845","FINE*",
"8th style","Blown My Heart Away","818","KEY",,"1098","HELL",,"1591","FINE*",
"8th style","CELEBRATE NITE","904","RECARE",,"1143","WWWWWW",,"1382","FINE*",
"8th style","Colors -Y&Co. Eurobeat Remix-","1124","UNYO",,"1978","*$ERA*",,"2109","FINE*",
"8th style","DANCER","870","HELL",,"1019","HELL",,"1366","FINE*",
"8th style","Drivin'","895","SAKAKI",,"1262","*$ERA*",,"1718","FINE*",
"8th style","Foundation of our love","454","AMI5",,"1291","HELL",,"1578","*$ERA*",
"8th style","Giudecca","899","AMI5",,"1903","HELL",,"2536","EBIFLY",
"8th style","Halfway of promise","932","Y.S-Y",,"1471","K.F",,"1744","DO",
"8th style","夜のサングラス","1049","SAKAKI",,"1271","SEIYA",,"1835","FINE*",
"8th style","LAB","1034","SAKAKI",,"1936","GRA-F",,"2043","FINE*",
"8th style","LOVE IS ORANGE","778","AMI5",,"1010","PIGFLY",,"1740","FINE*",
